item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,fiber,protein,salt
0000006401,Lubella Chrupersy Ryżowe  400 g,artykuly-spozywcze,Y,w porcji 100 g,385 kcal,1.2 g,0.2 g,87 g,16 g,2.7 g,5.1 g,1 g
0000009523,Go Active Owsianka wysokobiałkowa z czekoladą mleczną 65g,artykuly-spozywcze,Y,w porcji 100 g,370 kcal,5.5 g,2 g,47 g,20 g,6.4 g,30 g,0.35 g
0000006494,Huzar Miód gryczany nektarowy 1 kg,artykuly-spozywcze,Y,w porcji 100 g,327 kcal,0 g,0 g,81 g,76 g,,0.5 g,0 g
0000006792,E. Wedel Ptasie Mleczko® Czekoladowe 360 g,artykuly-spozywcze,Y,w porcji 100 g,445 kcal,22 g,14 g,56 g,47 g,3.3 g,3 g,0.05 g
0000015401,Top Paluszki i precle solone 300 g,artykuly-spozywcze,Y,w porcji 100 g,382 kcal,4.4 g,0.5 g,69 g,1.6 g,5 g,14 g,3.8 g
0000001488,Milton Herbatka aromatyzowana owocowa żurawina z imbirem i rabarbarem 40 torebek 80 g,artykuly-spozywcze,N,,,,,,,,,
0000018366,Nestlé Lion WildCrush Chrupiące płatki z nadzieniem o smaku karmelowo-czekoladowym 350 g,artykuly-spozywcze,Y,w porcji 100 g,432 kcal,15.5 g,2.4 g,65 g,24.7 g,5 g,5.3 g,0.87 g
0000015448,Biedronka Wiśnia - owoce do deserów 410 g,artykuly-spozywcze,Y,w porcji 100 g,138 kcal,0.5 g,0.1 g,31 g,31 g,1.1 g,0.7 g,0.03 g
0000004747,Top Chrupki smak papryka 110 g,artykuly-spozywcze,Y,w porcji 100 g,531 kcal,32 g,2.6 g,57 g,1 g,1.8 g,2.8 g,2 g
0000009235,Nasza Spiżarnia Soczewica zielona 540 g,artykuly-spozywcze,Y,w porcji 100 g,102 kcal,0.8 g,0.2 g,13 g,0 g,5.1 g,8.2 g,0.78 g
0000012633,Culineo Makaron Carbonara 55 g,artykuly-spozywcze,Y,w porcji 100 g,100 kcal,2.6 g,1.5 g,15 g,3 g,1.1 g,3.6 g,0.96 g
0000016432,Meltie Chocolatier Pianki z galaretką pomarańczową w czekoladzie 400 g,artykuly-spozywcze,Y,w porcji 100 g,374 kcal,6.6 g,4 g,76 g,50 g,1.8 g,1.4 g,0.03 g
0000000286,"NESCAFÉ 3in1 Classic Rozpuszczalny napój kawowy (10 x 16,5 g) 165 g",artykuly-spozywcze,Y,w porcji 100 g,442 kcal,13.1 g,12 g,78 g,57.4 g,2 g,2 g,1.08 g
0000009513,Prima Aroma Gold Kawa ziarnista 900 g,artykuly-spozywcze,N,,,,,,,,,
0000001830,Nimm2 Śmiejżelki Kwaśne 145g,artykuly-spozywcze,Y,w porcji 100 g,329 kcal,0.1 g,0.1 g,75.2 g,61.8 g,,4.5 g,0.3 g
0000009431,Zielone skarby Herbarium Herbata szałwia 36g,artykuly-spozywcze,Y,w porcji 100 ml,1 kcal,,,,,,0.5 g,
0000001682,Magnetic Orzeszki arachidowe w czekoladzie 420g,artykuly-spozywcze,Y,w porcji 100 g,542 kcal,35 g,9.4 g,37 g,31 g,7.4 g,16 g,0.02 g
0000004501,TaoTao Sos słodko-pikantny chilli 200 g,artykuly-spozywcze,Y,w porcji 100 ml,192 kcal,0.1 g,0 g,47.4 g,44.7 g,,0.3 g,3.7 g
0000004257,Nestle Cheerios Owsiany płatki owsiane 210 g,artykuly-spozywcze,Y,w porcji 100 g,381 kcal,6.3 g,1.3 g,65.7 g,9 g,10.3 g,10.4 g,0.7 g
0000007806,Go Vege Sos czosnkowy 410g,artykuly-spozywcze,Y,w porcji 100 g,350 kcal,34 g,2.5 g,11 g,5.7 g,0 g,0 g,1.3 g
0000009369,Kamis Czarnuszka Nasiona 16 g,artykuly-spozywcze,N,,,,,,,,,
0000001056,Culineo Sos pieczeniowy ciemny 30 g,artykuly-spozywcze,Y,w porcji 100 ml,32 kcal,0.3 g,0.2 g,6.4 g,1.4 g,0.2 g,0.7 g,1.5 g
0000015343,Milka Sensations Cookies Ciastka kakaowe z miękkim środkiem i kawałkami czekolady mlecznej 156 g,artykuly-spozywcze,Y,w porcji 100 g,455 kcal,21 g,12 g,60 g,35 g,2.4 g,5.5 g,0.87 g
0000009514,Prima Aroma Intenso Kawa ziarnista 900 g,artykuly-spozywcze,N,,,,,,,,,
0000001722,Grześki Wafel przekładane kremem kakaowym (10 x 36 g) 360 g,artykuly-spozywcze,Y,w porcji 100 g,529 kcal,30 g,18 g,53 g,34 g,,9.9 g,0.22 g
0000005082,Candi Nadziewane kable o smaku brzoskwiniowym 150 g,artykuly-spozywcze,Y,w porcji 100 g,369 kcal,2.4 g,1.4 g,82 g,62 g,1.7 g,2.9 g,0.28 g
0000001486,Milton Herbatka aromatyzowana owocowa  o smaku czarnej porzeczki z jeżyną i granatem 40 torebek 80 g,artykuly-spozywcze,N,,,,,,,,,
0000008766,Nescafé Classic Kawa rozpuszczalna 100 g,artykuly-spozywcze,N,,,,,,,,,
0000004500,TaoTao Sos chili słodki 200 g,artykuly-spozywcze,Y,w porcji 100 ml,180 kcal,0 g,0 g,45 g,42 g,,0 g,3.2 g
0000012054,Nestlé Fitness Yoghurt Płatki śniadaniowe 225 g,artykuly-spozywcze,Y,w porcji 100 g,393 kcal,6.1 g,4.6 g,72.4 g,17.5 g,6.5 g,8.7 g,0.81 g
0000008785,Złota Pasieka Polski miód z maliną 350 g,artykuly-spozywcze,Y,w porcji 100 g,332 kcal,0 g,0 g,82 g,72 g,0.5 g,0.5 g,0 g
0000007804,Go Vege Sos z chili 410g,artykuly-spozywcze,Y,w porcji 100 g,267 kcal,25 g,1.9 g,10 g,6.6 g,0 g,0 g,1.6 g
