item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,fiber,protein,salt
0000007232,St. Dalfour Owocowa Rapsodia Ananas i Mango  284 g,artykuly-spozywcze,Y,w porcji 100 g,889 kcal,0 g,0 g,52 g,51 g,0.6 g,0 g,0.03 g
0000012894,Włocławek Ketchup łagodny 480 g,artykuly-spozywcze,Y,w porcji 100 g,106 kcal,0.5 g,0.1 g,23 g,23 g,,1.7 g,1.6 g
0000017376,Leibniz Herbatniki maślane z kremem czekoladowym 228 g,artykuly-spozywcze,Y,w porcji 100 g,523 kcal,28 g,21 g,61 g,28 g,2.5 g,5.5 g,0.83 g
0000000284,Nescafé 2in1 Unsweetened Taste Rozpuszczalny napój kawowy (10 x 8 g) 80 g,artykuly-spozywcze,Y,w porcji 100 g,462 kcal,27.2 g,24.8 g,46.7 g,7.9 g,6.9 g,4.1 g,1.29 g
0000008081,Magnetic Profesorska Czekolada biała pełna bakalii 180 g,artykuly-spozywcze,Y,w porcji 100 g,497 kcal,27 g,15 g,56 g,52 g,1.7 g,6.3 g,0.22 g
0000011827, Delecta Fajna babka o smaku czekoladowym 350 g,artykuly-spozywcze,Y,w porcji 100 g,345 kcal,17 g,7.4 g,42 g,21 g,,6.9 g,0.65 g
0000009311,Bonitki Wafle z nadzieniem chałwowym 210 g,artykuly-spozywcze,Y,w porcji 100 g,540 kcal,33 g,12 g,49 g,26 g,3.3 g,11 g,0.38 g
0000011360,"Minutka Herbata czarna aromatyzowana o smaku cytryny (40 x 1,4 g) 56 g",artykuly-spozywcze,N,,,,,,,,,
0000007989,Luximo Seashells Praliny z belgijskiej czekolady 250 g,artykuly-spozywcze,Y,w porcji 100 g,548 kcal,33.3 g,12.5 g,54.2 g,52 g,3.6 g,5.9 g,0.07 g
0000004330,Orion Studentská Pečeť Gorzka 180 g,artykuly-spozywcze,Y,w porcji 100 g,494 kcal,27 g,13 g,54 g,50 g,5.6 g,6.7 g,0.04 g
0000015079,Haribo Happy Cola Żelki 85 g,artykuly-spozywcze,Y,w porcji 100 g,343 kcal,0.5 g,0.1 g,77 g,46 g,,6.9 g,0.07 g
0000007763,Winiary Zupa grochowa 75 g,artykuly-spozywcze,Y,w porcji 100 g,36 kcal,0.6 g,0.2 g,5.4 g,0.8 g,0.5 g,2 g,0.66 g
0000004329,"Orion Studentska Czekolada deserowa z orzechami ziemnymi, żelkami i rodzynkami 170 g",artykuly-spozywcze,Y,w porcji 100 g,489 kcal,25.5 g,12.2 g,55.2 g,51.3 g,5.3 g,6.5 g,0.04 g
0000016499,"Tic Tac Flamingo Cherry Lemonade drażetki, 54 g",artykuly-spozywcze,Y,w porcji 100 g,394 kcal,1 g,1 g,95 g,89 g,,0 g,0.5 g
0000016417,ETi Tea Biscuits Herbatniki klasyczne 200 g,artykuly-spozywcze,Y,w porcji 100 g,433 kcal,11.4 g,5.7 g,75.7 g,24.5 g,2.5 g,5.7 g,0.7 g
0000000934,Madero Musztarda sarepska aromatyczna ostra 210 g,artykuly-spozywcze,Y,w porcji 100 g,120 kcal,6.2 g,0.8 g,7 g,7 g,,5.5 g,1.8 g
0000007341,Milka Oreo zestaw słodyczy świąteczny 182 g,artykuly-spozywcze,Y,w porcji 100 g,543 kcal,32 g,17 g,58 g,49 g,1.6 g,5.3 g,0.43 g
0000017619,Knorr Danie Makaron z sosem gulaszowym 53 g,artykuly-spozywcze,Y,w porcji 100 ml,85 kcal,1 g,0.3 g,15 g,1.4 g,1 g,3.2 g,0.71 g
0000010555,Saga Owocowa Owoce Leśne 20 torebek,artykuly-spozywcze,Y,w porcji 100 ml,4 kcal,0.5 g,0.1 g,0.5 g,0.5 g,,0.5 g,0.01 g
0000000188,Gellwe Śmietanex 12 g,artykuly-spozywcze,Y,w porcji 100 g,370 kcal,0 g,0 g,92.4 g,55.2 g,,0 g,0.05 g
0000008972,Nasze Smaki Smalec z mięsem i suszonymi pomidorami  250 g,artykuly-spozywcze,Y,w porcji 100 g,656 kcal,70 g,28 g,0.8 g,0.8 g,0.5 g,5.4 g,1.5 g
0000006596,GustoBello Fischietti 6 Sapori 250 g,artykuly-spozywcze,Y,w porcji 100 g,363 kcal,1 g,0.3 g,75 g,2.5 g,3 g,12 g,0.12 g
0000002065,Skittles Wild Berry 38 g,artykuly-spozywcze,Y,w porcji 100 g,404 kcal,4.2 g,2.3 g,91 g,90.2 g,,0 g,0.02 g
0000016846,E. Wedel Snack Czekolada mleczna kwaśna cytrynowa 100 g,artykuly-spozywcze,Y,w porcji 100 g,472 kcal,25 g,12 g,55 g,54 g,1.5 g,4.5 g,0.15 g
