item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,fiber,protein,salt
0000015933,Nasza Spiżarnia Pomidory krojone 400 g,artykuly-spozywcze,Y,w porcji 100 g,19 kcal,0 g,0 g,3.2 g,3.1 g,1.1 g,1.1 g,0.4 g
0000004986,Diamant cukier biały 1 kg,artykuly-spozywcze,Y,w porcji 100 g,400 kcal,0 g,0 g,100 g,100 g,,0 g,0 g
0000007614,Dr. Oetker Cukier Wanilinowy 16 g,artykuly-spozywcze,Y,w porcji 100 g,398 kcal,0 g,0 g,100 g,100 g,,0 g,0 g
0000000829,EL Toro Rojo Oliwki czarne drylowane 340 g,artykuly-spozywcze,Y,w porcji 100 g,125 kcal,13 g,2.2 g,0 g,0 g,3 g,0.5 g,1.8 g
0000001264,Culineo Koncentrat pomidorowy 30% 190 g,artykuly-spozywcze,Y,w porcji 100 g,116 kcal,0 g,0 g,21 g,15 g,4.4 g,3.9 g,0.05 g
0000004085,Kamis Czosnek granulowany 20 g,artykuly-spozywcze,N,,,,,,,,,
0000000297,WINIARY Majonez Dekoracyjny 250 ml,artykuly-spozywcze,Y,w porcji 100 ml,704 kcal,76.3 g,5.3 g,2.9 g,2.3 g,0 g,1.5 g,0.6 g
0000001817,Pudliszki Ketchup łagodny 480 g,artykuly-spozywcze,Y,w porcji 100 g,116 kcal,0 g,0 g,27 g,20 g,1 g,1.6 g,2.6 g
0000006427,"Kinder Country czekolada z nadzieniem 23,5 g",artykuly-spozywcze,Y,w porcji 100 g,561 kcal,33.8 g,21.9 g,54.9 g,49.1 g,,8.6 g,0.28 g
0000004088,Kamis Papryka słodka mielona 16 g,artykuly-spozywcze,N,,,,,,,,,
0000006937,Kamis Oregano 8 g,artykuly-spozywcze,N,,,,,,,,,
0000004090,Kamis Zioła prowansalskie 8 g,artykuly-spozywcze,N,,,,,,,,,
0000004017,Plony Natury Ryż jaśminowy długoziarnisty 400 g,artykuly-spozywcze,Y,w porcji 100 g,345 kcal,0.5 g,0.2 g,78 g,0.2 g,0.5 g,7.4 g,0 g
0000004087,Kamis Pieprz Czarny Ziarnisty 16 g,artykuly-spozywcze,N,,,,,,,,,
0000004092,Kamis Liście Laurowe 5 g,artykuly-spozywcze,N,,,,,,,,,
0000008054,GustoBello Pomidory krojone z cebulą i czosnkiem 400 g,artykuly-spozywcze,Y,w porcji 100 g,30 kcal,0.3 g,0.1 g,5.2 g,4.9 g,1.2 g,1.1 g,0.35 g
0000006663,Kamis Bazylia 8 g,artykuly-spozywcze,N,,,,,,,,,
0000004093,Kamis Ziele angielskie 15 g,artykuly-spozywcze,N,,,,,,,,,
0000017488,Kotlin Ketchup łagodny 450 g,artykuly-spozywcze,Y,w porcji 100 g,102 kcal,0.5 g,0.1 g,23 g,23 g,,1.4 g,2 g
0000001676,Tic Tac Mint 18 g,artykuly-spozywcze,Y,w porcji 100 g,397 kcal,0.5 g,0.5 g,97.5 g,94.5 g,,0.1 g,0.03 g
0000009931,Kamis Majeranek 7 g,artykuly-spozywcze,N,,,,,,,,,
0000006929,Kamis Natka pietruszki 8 g,artykuly-spozywcze,N,,,,,,,,,
0000016612,Kamis Papryka ostra mielona 16 g,artykuly-spozywcze,N,,,,,,,,,
0000008018,Kamis Pieprz czarny ziarnisty 42 g,artykuly-spozywcze,N,,,,,,,,,
0000006565,Bonduelle Kukurydza złocista 2x 170 g,artykuly-spozywcze,Y,w porcji 100 g,73 kcal,1.4 g,0.2 g,11 g,5.1 g,3 g,2.7 g,0.28 g
0000016329,Violife Plastry o smaku Gouda 120 g,artykuly-spozywcze,Y,w porcji 100 g,285 kcal,23 g,21 g,20 g,0 g,,0 g,2.3 g
0000004091,Kamis Mieszanka przyprawowa przyprawa do kurczaka złocista 30 g,artykuly-spozywcze,Y,w porcji 100 g,160 kcal,6.5 g,0.8 g,13 g,2.6 g,,7 g,54.3 g
0000015620,Bakello Proszek do pieczenia na 1kg mąki 30 g,artykuly-spozywcze,Y,w porcji 100 g,110 kcal,0.6 g,0.1 g,22 g,0.2 g,0.9 g,3.7 g,41 g
0000009226,Kamis Papryka wędzona 20 g,artykuly-spozywcze,N,,,,,,,,,
0000008643,Knorr Rosół z kury z pietruszką i lubczykiem (12 x 10 g) 120 g,artykuly-spozywcze,N,,,,,,,,,
0000007949,El Toro Rojo Oliwki zielone drylowane 160 g,artykuly-spozywcze,Y,w porcji 100 g,82 kcal,7.6 g,2 g,0 g,0 g,3.7 g,1.3 g,4.9 g
0000015621,Bakello Soda oczyszczona 100 g,artykuly-spozywcze,N,,,,,,,,,
