item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,fiber,protein,salt
0000015670,"Culineo Sól morska gruboziarnista, jodowana 900 g",artykuly-spozywcze,Y,w porcji 100 g,0 kcal,0 g,0 g,0 g,0 g,0 g,0 g,99.5 g
0000001175,Słodka Kraina Strucla owocowa 450 g,artykuly-spozywcze,Y,w porcji 100 g,313 kcal,6.5 g,1 g,56 g,25 g,2.4 g,5.3 g,0.31 g
0000005967,Cafe d'Or Crema Kawa rozpuszczalna o smaku orzecha 75 g,artykuly-spozywcze,N,,,,,,,,,
0000006302,Asia Flavours Sos chilli słodki 250 ml,artykuly-spozywcze,Y,w porcji 100 ml,177 kcal,0 g,0 g,40 g,37 g,,0 g,2.3 g
0000008463,Go Vege Pesto z Tofu i Pomidorami 190 g,artykuly-spozywcze,Y,w porcji 100 g,414 kcal,38.9 g,4.9 g,8.5 g,8.5 g,3.3 g,5.7 g,1.45 g
0000000894,Delikatesowy Pasztet z papryką 130 g,artykuly-spozywcze,Y,w porcji 100 g,153 kcal,11 g,3.4 g,7.1 g,1.7 g,0.9 g,6 g,1.5 g
0000010860,MK Café Premium Kawa ziarnista 1000 g,artykuly-spozywcze,N,,,,,,,,,
0000009425,Kawa Tchibo Family mielona 250g,artykuly-spozywcze,N,,,,,,,,,
0000006065,Culineo Kurczak po Tajsku z sokiem z limonki 91 g,artykuly-spozywcze,Y,w porcji 100 g,248 kcal,12 g,5.6 g,30 g,2 g,1.5 g,4.2 g,1.2 g
0000015419,Łowicz Antybaton Crunchy peanuts 100 g,artykuly-spozywcze,Y,w porcji 100 g,102 kcal,3.9 g,0.6 g,12 g,11 g,,4.1 g,0.4 g
0000009240,Lavazza Crema E Gusto Espresso Kawa ziarnista palona 1000 g,artykuly-spozywcze,N,,,,,,,,,
0000010161,Jacobs Cafe Crema Gold Kawa ziarnista 1 kg,artykuly-spozywcze,N,,,,,,,,,
0000004653,Pony Natury Siemię lniane 400 g,artykuly-spozywcze,Y,w porcji 100 g,525 kcal,43 g,4.4 g,0.6 g,0.6 g,24 g,22 g,0.1 g
0000003603,Minutka czarna 100 torebek 140 g,artykuly-spozywcze,N,,,,,,,,,
0000008409,HiPP BIO Owocowy Przyjaciel Owocowy batonik dla małych dzieci po 1. roku banany-wiśnie-jogurt 23 g,artykuly-spozywcze,Y,w porcji 100 g,348 kcal,6.1 g,0.7 g,64.8 g,39.3 g,4.4 g,6.3 g,0.1 g
0000005089,Culineo Gorąca Chwila Rosół z kury z makaronem 12 g,artykuly-spozywcze,Y,w porcji 100 ml,20 kcal,0.2 g,0.1 g,3.7 g,0.3 g,0.3 g,0.7 g,1 g
0000015651,"Remsey Herbata zielona pure 32,5 g",artykuly-spozywcze,N,,,,,,,,,
0000017517,Nestlé Kit Kat Płatki 350 g,artykuly-spozywcze,Y,w porcji 100 g,420 kcal,10.9 g,4 g,69.4 g,24.7 g,6.4 g,7.8 g,0.37 g
0000003439,Top Chrupki smak ser 130 g,artykuly-spozywcze,Y,w porcji 100 g,501 kcal,24 g,2.2 g,64 g,5 g,1.9 g,5.7 g,2.5 g
0000002221,Nasze Smaki Wieprzowina w galarecie 160g,artykuly-spozywcze,Y,w porcji 100 g,50 kcal,1.3 g,0.4 g,1 g,0.6 g,1 g,8.1 g,1.5 g
0000000154,Prima Finezja Kawa mielona 500 g,artykuly-spozywcze,N,,,,,,,,,
0000006478,Grześki Mega Wafel przekładany kremem kakaowym w czekoladzie 48 g,artykuly-spozywcze,Y,w porcji 100 g,527 kcal,30 g,18 g,54 g,32 g,,9.9 g,
0000008090,Woseba Mocca Fix Gold Kawa palona mielona 500 g,artykuly-spozywcze,N,,,,,,,,,
0000016232,Meltie Chocolatier Czekolada mleczna 100 g,artykuly-spozywcze,Y,w porcji 100 g,554 kcal,34 g,21 g,53 g,51 g,2.1 g,7.6 g,0.35 g
0000015043,Dare Ciasto owocowe 200 g,artykuly-spozywcze,Y,w porcji 100 g,413 kcal,18 g,8.7 g,60 g,36 g,0.6 g,5.1 g,1.3 g
0000001721,Grześki Wafel przekładany kremem supermix (10 x 36 g) 360 g,artykuly-spozywcze,N,,,,,,,,,
0000008080,Magnetic Profesorska Czekolada mleczna 180 g,artykuly-spozywcze,Y,w porcji 100 g,484 kcal,25 g,14 g,56 g,52 g,2.7 g,6.7 g,0.18 g
0000007222,St. Dalfour Owocowa Rapsodia Malina i Granat 284 g,artykuly-spozywcze,Y,w porcji 100 g,213 kcal,0.3 g,0.05 g,52 g,47 g,1.3 g,0 g,0.02 g
0000015664,"Madero Premium Ketchup z dodatkiem miodu, czosnku i tymianku 300g",artykuly-spozywcze,Y,w porcji 100 g,124 kcal,0.3 g,0.1 g,25.7 g,21.6 g,2.3 g,2.5 g,1.6 g
0000012369,Kawa mielona Dallmayr Classic 500 g,artykuly-spozywcze,N,,,,,,,,,
0000007376,Jacobs Barista Edition Crema Italiano kawa ziarnista 1 kg,artykuly-spozywcze,N,,,,,,,,,
0000009755,Twix 'XTRA baton 75 g,artykuly-spozywcze,Y,w porcji 100 g,494 kcal,24 g,14 g,65 g,48 g,,4.4 g,0.39 g
