item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,fiber,protein,salt
0000015415,BakaD'Or Sélection Mieszanka owoców suszonych 180 g,artykuly-spozywcze,Y,w porcji 100 g,246 kcal,0.5 g,0 g,55 g,31 g,8 g,2.4 g,0.04 g
0000010815,"Milky Way Crispy Rolls 22,5 g",artykuly-spozywcze,Y,w porcji 100 g,513 kcal,25 g,17 g,65 g,54 g,,6.8 g,0.26 g
0000015703,Lavazza Qualità Oro Kawa ziarnista 250 g,artykuly-spozywcze,N,,,,,,,,,
0000004752,TOP Chrupki 3D fromage 110 g,artykuly-spozywcze,Y,w porcji 100 g,534 kcal,30 g,2.5 g,62 g,3.4 g,2.1 g,2.9 g,1.8 g
0000003596,Ritter Sport Czekolada mleczna z ciętymi orzechami laskowymi 100g,artykuly-spozywcze,Y,w porcji 100 g,556 kcal,35 g,17 g,52 g,50 g,,7.4 g,0.16 g
0000017531,Knorr Danie Makaron 4 sery 66 g,artykuly-spozywcze,Y,w porcji 100 g,105 kcal,2 g,1.1 g,18 g,2 g,0.6 g,3.7 g,0.57 g
0000006533,Cafe d'Or Kawa w kapsułkach Cappuccino 8 x 7 g + 8 x 17 g 192 g,artykuly-spozywcze,Y,w porcji 100 g,412 kcal,19 g,12 g,39 g,31 g,14 g,20 g,0.54 g
0000004236,Knorr Przyprawa Przyprawa do mięs 75 g,artykuly-spozywcze,Y,w porcji 100 g,226 kcal,3 g,0.5 g,29 g,4.6 g,6.2 g,25 g,33.5 g
0000004279,Barilla Sos Aglio pomidorowy z czosnkiem 400 g,artykuly-spozywcze,Y,w porcji 100 g,46 kcal,0.8 g,0.2 g,6.9 g,5.5 g,2.2 g,1.7 g,0.73 g
0000007149,Dr. Oetker Słodka Chwila Budyń śmietankowy 43 g,artykuly-spozywcze,Y,w porcji 100 g,75 kcal,0.2 g,0.1 g,16 g,9.6 g,,2.2 g,0.09 g
0000016283,Alpro Sojowe wysokobiałkowe czekoladowe 750 ml,artykuly-spozywcze,Y,w porcji 100 ml,69 kcal,2.8 g,0.6 g,5.3 g,5 g,1.3 g,5 g,0.16 g
0000016433,Meltie Chocolatier Pianki z galaretką malinową w czekoladzie 400 g,artykuly-spozywcze,Y,w porcji 100 g,374 kcal,6.6 g,4 g,76 g,50 g,1.8 g,1.4 g,0.03 g
0000008370,Cafe d'Or Gold Kawa rozpuszczalna liofilizowana 100 g,artykuly-spozywcze,N,,,,,,,,,
0000009594,Herbarium Kontrola masy ciała  Herbatka ziołowo-owocowa aromatyzowana w torebkach do zaparzania 20 torebek,artykuly-spozywcze,N,,,,,,,,,
0000015654,GO ACTIVE Peanut powder 200 g,artykuly-spozywcze,Y,w porcji 100 g,426 kcal,14 g,1.9 g,21 g,12 g,14 g,46 g,0.03 g
0000005806,Vitanella Lupki z miodem 250 g,artykuly-spozywcze,Y,w porcji 100 g,376 kcal,2.5 g,0.4 g,77 g,24.6 g,6 g,8.4 g,0.68 g
0000000213,NASZA SPIŻARNIA Kapusta czerwona z jabłkiem 680 g,artykuly-spozywcze,Y,w porcji 100 g,33 kcal,0 g,0 g,6.1 g,5.5 g,2.5 g,1 g,0.78 g
0000001420,Cafe d'Or Exclusive Kawa mielona 500 g,artykuly-spozywcze,N,,,,,,,,,
0000000191,Gellwe Śnieżka deser w proszku 60 g,artykuly-spozywcze,N,,,,,,,,,
0000008860,Milka Oreo Sandwich ciastka kakaowe z nadzieniem waniliowym 92g,artykuly-spozywcze,Y,w porcji 100 g,518 kcal,27 g,16 g,61 g,50 g,2.1 g,5.7 g,0.51 g
0000015402, Coś na ząb Kupiec owsianka z maliną i żurawiną 50g,artykuly-spozywcze,Y,w porcji 100 g,370 kcal,5.2 g,0.9 g,64 g,21 g,7.8 g,13 g,0.2 g
0000017394,Lipton Herbata czarna z cytryną piramidki 20 torebek,artykuly-spozywcze,Y,w porcji 100 ml,4 kcal,0 g,0 g,0 g,0 g,,0 g,0 g
0000007238,Adalbert's Tea Herbata zielona z wyciągiem z flaszowca miękkociernistego liściasta 100 g,artykuly-spozywcze,Y,w porcji 100 g,0 kcal,0 g,,0 g,,,0 g,
0000015289,Cafe d'Or Kawa ziarnista Portuguese Espresso Barista 500 g,artykuly-spozywcze,N,,,,,,,,,
0000005855,Vitanella Batony z orzechami i żurawiną (3x35g) 105 g,artykuly-spozywcze,Y,w porcji 100 g,477 kcal,25 g,3.6 g,50 g,33 g,5.2 g,11 g,0.04 g
0000000298,Parana Kawa palona mielona 500 g,artykuly-spozywcze,N,,,,,,,,,
0000007723,Top Kukurydza Smażona Solona 150 g,artykuly-spozywcze,Y,w porcji 100 g,415 kcal,11 g,3.5 g,66 g,0.9 g,9.4 g,8.3 g,1.9 g
0000009161,Nescafé Dolce Gusto Café au Lait Kawa w kapsułkach (16 x 10 g) 160 g,artykuly-spozywcze,Y,w porcji 100 g,459 kcal,22 g,12.5 g,38.3 g,30 g,7.1 g,22.2 g,0.89 g
0000015422,Bonitki Wafelki z kremem kakaowym 138 g,artykuly-spozywcze,Y,w porcji 100 g,540 kcal,32 g,18 g,53 g,24 g,4.6 g,7.4 g,0.42 g
0000005072,OYAKATA Danie instant z sosem w stylu japoński klasyczny 93 g,artykuly-spozywcze,Y,w porcji 100 g,0 kcal,0 g,0 g,0 g,0 g,,0 g,
0000004121,Polskie Młyny Mąka Szymanowska uniwersalna typ 480 1 kg,artykuly-spozywcze,Y,w porcji 100 ml,350 kcal,1.5 g,0.4 g,71 g,2.2 g,2.2 g,12 g,0.01 g
0000003090,Culineo Dopravka przyprawa 750g,artykuly-spozywcze,Y,w porcji 100 g,112 kcal,0.5 g,0.2 g,22 g,11 g,,5 g,69.4 g
