item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,fiber,protein,salt
0000008827,Dr. Oetker Soda oczyszczona 70 g,artykuly-spozywcze,N,,,,,,,,,
0000002342,Vitanella Corn Flakes Płatki kukurydziane 500 g,artykuly-spozywcze,Y,w porcji 100 g,386 kcal,1.9 g,0.6 g,82.5 g,6.3 g,2.3 g,8.5 g,1.5 g
0000008816,Remsey Herbata cejlońska czarna 150 g,artykuly-spozywcze,N,,,,,,,,,
0000000006,NESCAFÉ Classic Kawa rozpuszczalna 200 g,artykuly-spozywcze,N,,,,,,,,,
0000003598,Ritter Sport czekolada mleczna z nadzieniem nugatowym 100g,artykuly-spozywcze,Y,w porcji 100 g,556 kcal,34 g,14 g,54 g,51 g,,7.3 g,0.12 g
0000010679,Lubella 5-Jajeczna Makaron nitki 400 g,artykuly-spozywcze,Y,w porcji 100 g,368 kcal,3.2 g,0.9 g,69 g,1 g,3.4 g,14 g,0.05 g
0000016767,"Vitanella Smoothie Baton rabarbar, truskawka 40g",artykuly-spozywcze,Y,w porcji 100 g,343 kcal,8.3 g,1 g,57.3 g,50.1 g,6.7 g,6.8 g,0.06 g
0000004149,"Vitanella Chrupiące plasterki jabłka 27,5g",artykuly-spozywcze,Y,w porcji 100 g,364 kcal,0.5 g,0.1 g,81 g,73 g,14 g,2 g,0.01 g
0000007934,GustoBello Mąka do pizzy neapolitańskiej typ &quot;00&quot; 1 kg,artykuly-spozywcze,Y,w porcji 100 g,343 kcal,1.2 g,0.3 g,70 g,0.5 g,2 g,12 g,0 g
0000013090,Kraina Wędlin Mięso z dodatkiem czosnku 280g,artykuly-spozywcze,Y,w porcji 100 g,222 kcal,18 g,7.7 g,0.6 g,0.6 g,,14 g,1.5 g
0000016364,Tic Tac Drażetki o smaku pomarańczowym 54 g,artykuly-spozywcze,Y,w porcji 100 g,400 kcal,0.7 g,0.7 g,96.7 g,93.3 g,,0.1 g,0.03 g
0000004158,"Halls Extra Strong Cukierki o smaku mentolowo-eukaliptusowym 33,5 g",artykuly-spozywcze,Y,w porcji 100 g,387 kcal,0 g,0 g,96 g,77 g,,0 g,0.06 g
0000003085,MK Café Premium Kawa palona mielona 500 g,artykuly-spozywcze,N,,,,,,,,,
0000005500,Sonko Wafle ryżowe w czekoladzie mlecznej 65 g,artykuly-spozywcze,Y,w porcji 100 g,474 kcal,19.4 g,12.1 g,64.8 g,24 g,3.5 g,8.2 g,0.14 g
0000006933,Kamis Chili pieprz cayenne 15 g,artykuly-spozywcze,N,,,,,,,,,
0000005116,Nesquik Baton 25 g ,artykuly-spozywcze,Y,w porcji 100 g,402 kcal,13.2 g,5.9 g,63.3 g,22.3 g,6 g,7.2 g,0.44 g
