item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,fiber,protein,salt
0000001681,Magnetic Rodzynki w czekoladzie 420g,artykuly-spozywcze,Y,w porcji 100 g,394 kcal,14 g,9.5 g,60 g,56 g,5.4 g,4.2 g,0.1 g
0000004276,Madero Musztarda Dijon 240 g,artykuly-spozywcze,Y,w porcji 100 g,149 kcal,11 g,0.8 g,1.8 g,1.8 g,,7.2 g,6.1 g
0000008268,Donatello Oliwki czarne i zielone zioła prowansalskie 150g,artykuly-spozywcze,Y,w porcji 100 g,164 kcal,17 g,2.4 g,0.2 g,0.2 g,2.7 g,1.3 g,2.3 g
0000016920,Lay's Chipsy ziemniaczane zielona cebulka 130 g,artykuly-spozywcze,Y,w porcji 100 g,524 kcal,32 g,3.1 g,51 g,3 g,4.4 g,6.7 g,1.6 g
0000015234,Kraina Wędlin konserwa tyrolska 300 g,artykuly-spozywcze,Y,w porcji 100 g,237 kcal,20 g,8 g,3 g,0.5 g,,11 g,2.2 g
0000003522,Nasze Smaki Żurek 480 ml,artykuly-spozywcze,Y,w porcji 100 ml,41 kcal,0 g,0.1 g,8.1 g,0.2 g,0.5 g,1.3 g,0.2 g
0000015652,"Remsey Herbata zielona aromatyzowana o smaku maliny i truskawki 32,5 g",artykuly-spozywcze,N,,,,,,,,,
0000017513,Knorr Gorący Kubek Żurek z grzankami 17 g,artykuly-spozywcze,Y,w porcji 100 ml,34 kcal,1.2 g,0.6 g,5 g,0.8 g,0.5 g,0.5 g,0.97 g
0000008858,Milka Caramel czekolada mleczna 100 g,artykuly-spozywcze,Y,w porcji 100 g,484 kcal,24 g,13 g,63 g,53 g,1.1 g,4.1 g,0.37 g
0000011576,Tutti Batonik twarogowy w polewie czekoladowej wanilia 40 g,artykuly-spozywcze,Y,w porcji 100 g,370 kcal,24 g,14.9 g,25.4 g,24.5 g,1.5 g,13 g,0.06 g
0000007098,Marinero Podwędzane filety z makreli w oleju roślinnym 170 g,artykuly-spozywcze,Y,w porcji 100 g,557 kcal,57 g,6.2 g,0 g,0 g,0 g,11 g,0.5 g
0000009042,Pringles Original 165 g,artykuly-spozywcze,Y,w porcji 100 g,534 kcal,31 g,2.8 g,56 g,1.2 g,3.5 g,5.9 g,1.1 g
0000015233,Kraina Wędlin konserwa turystyczna 300 g,artykuly-spozywcze,Y,w porcji 100 g,237 kcal,20 g,8 g,3 g,0.5 g,,11 g,2.2 g
0000007661,BakaD'Or Selection Mieszanka egzotyczna 180 g,artykuly-spozywcze,Y,w porcji 100 g,454 kcal,24 g,12 g,49 g,49 g,7.4 g,6.7 g,0.1 g
0000004382,Crunchips Sticks Chipsy Papryka 70 g,artykuly-spozywcze,Y,w porcji 100 g,511 kcal,29 g,2.2 g,54 g,2.9 g,4.7 g,6.1 g,1.3 g
0000004133,Kujawski Olej rzepakowy z pierwszego tłoczenia z czosnkiem i bazylią 250 ml,artykuly-spozywcze,Y,w porcji 100 g,888 kcal,98.3 g,7.4 g,0.6 g,0 g,,0.2 g,0 g
