item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,protein,salt,fiber
0000001487,Milton Herbatka aromatyzowana owocowa  o smaku dzika róża z maliną 40 torebek 80 g,artykuly-spozywcze,N,,,,,,,,,
0000007797,Roleski Street Food Sos do wrapów i kebabów 310 g,artykuly-spozywcze,Y,w porcji 100 g,285 kcal,26 g,1.8 g,12 g,8 g,1 g,1.8 g,
0000003010,Kikkoman Naturalnie warzony sos sojowy 150 ml,artykuly-spozywcze,Y,w porcji 100 ml,107 kcal,0 g,0 g,6.9 g,3.9 g,9.7 g,9.1 g,
0000005678,Cafe d'Or Coffo 3w1 z magnezem i wizaminą B6 12szt 216 g,artykuly-spozywcze,Y,w porcji 100 g,433 kcal,10 g,9.5 g,81 g,41 g,3.8 g,0.56 g,2 g
0000006633,Cafe d'Or Gold Export Kawa rozpuszczalna liofilizowana 200 g,artykuly-spozywcze,N,,,,,,,,,
0000015447,Biedronka Mango Ananas - owoce do deserów 410 g,artykuly-spozywcze,Y,w porcji 100 g,142 kcal,0.5 g,0.1 g,34 g,34 g,0.6 g,0.01 g,0.5 g
0000015989,Łowicz Sos słodko-kwaśny 500 g,artykuly-spozywcze,Y,w porcji 100 g,75 kcal,0.5 g,0.1 g,17 g,17 g,1.1 g,1.1 g,
0000006400,Lubella Chrupersy Spinner o smaku czekoladowym 400 g,artykuly-spozywcze,Y,w porcji 100 g,382 kcal,1.6 g,0.8 g,84 g,22 g,5.6 g,0.84 g,4.4 g
0000010685,Baitz Ciastka Wanilia 300 g,artykuly-spozywcze,Y,w porcji 100 g,485 kcal,21 g,11 g,67 g,43 g,5.8 g,0.4 g,2.5 g
0000004033,Bakalland Mieszanka keksowa owoce 400 g,artykuly-spozywcze,Y,w porcji 100 g,305 kcal,0.5 g,0.2 g,74 g,65 g,2 g,0.11 g,5 g
0000002134,Bonitki Markizy z nadzieniem o smaku cytrynowym 250 g,artykuly-spozywcze,Y,w porcji 100 g,483 kcal,24 g,14 g,61 g,29 g,5.3 g,0.5 g,
0000009777,Reeva zupka błyskawiczna o smaku sera i boczku 62g,artykuly-spozywcze,Y,w porcji 100 g,403 kcal,17.2 g,8.4 g,53.1 g,2.8 g,7.5 g,5.3 g,2.5 g
0000011363,House of Asia Imbir różowy 190 g,artykuly-spozywcze,Y,w porcji 100 g,6 kcal,0.1 g,0 g,0.5 g,0 g,0.2 g,2.4 g,
0000008470,Alpro Migdałowe Barista 1 L,artykuly-spozywcze,Y,w porcji 100 ml,25 kcal,1.2 g,0.1 g,2.5 g,2.5 g,0.5 g,0.8 g,0.2 g
