item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,protein,salt,fiber
0000015085,Dare Wafel w czekoladzie deserowej z kremem kakaowym (5 x 50 g) 250 g,artykuly-spozywcze,Y,w porcji 100 g,522 kcal,30 g,16 g,54 g,38 g,7.7 g,0.26 g,4.8 g
0000003355,Vitanella Podusiaki smak waniliowy 325 g,artykuly-spozywcze,Y,w porcji 100 g,458 kcal,17 g,5.1 g,68 g,27 g,6.1 g,0.05 g,4.3 g
0000002138,Słodka Kraina Babka marmurkowa 400 g,artykuly-spozywcze,Y,w porcji 100 g,457 kcal,29 g,3.1 g,43 g,21 g,5.6 g,0.77 g,0.6 g
0000012052,Nestlé Nesquik Alphabet Zbożowe literki o smaku czekoladowym 275 g ,artykuly-spozywcze,Y,w porcji 100 g,369 kcal,2.1 g,0.7 g,72.8 g,14.9 g,9.7 g,0.43 g,9.8 g
0000008468,GustoBello Sfogliatane Glassate Ciastka z ciasta francuskiego z glazurą cukrową dekorowane polewą morelową 200 g,artykuly-spozywcze,Y,w porcji 100 g,540 kcal,32 g,17 g,55 g,18 g,8.5 g,1.2 g,2 g
0000004963,Lorenz Wiejskie Ziemniaczki Masło z solą 130 g,artykuly-spozywcze,Y,w porcji 100 g,537 kcal,34 g,2.9 g,50 g,1.7 g,5.7 g,1.5 g,4.3 g
0000015984,Roleski Trinidad Scorpion Sos 340 g,artykuly-spozywcze,Y,w porcji 100 g,150 kcal,4.7 g,0.4 g,25 g,21 g,1.2 g,2.1 g,
0000009307,Nestlé Lion Płatki śniadaniowe karmel i czekolada 250 g,artykuly-spozywcze,Y,w porcji 100 g,397 kcal,6.1 g,0.9 g,73.6 g,23.9 g,8.4 g,0.45 g,6.6 g
0000005154,Magnetic Czekolada mleczna z orzechami 100 g,artykuly-spozywcze,Y,w porcji 100 g,558 kcal,37 g,19 g,47 g,46 g,7.7 g,0.23 g,2.7 g
0000008430,Vitanella Kaszka z mlekiem smak bananowy 50 g,artykuly-spozywcze,Y,w porcji 100 g,368 kcal,3.8 g,1.7 g,66 g,26 g,14 g,0.32 g,6.9 g
0000006789,Magnetic Czekolada gorzka z całymi orzechami laskowymi 100 g,artykuly-spozywcze,Y,w porcji 100 g,553 kcal,42 g,19 g,28 g,25 g,9.9 g,0.04 g,12 g
0000009160,"Nescafé Dolce Gusto Americano Palona kawa mielona  (16 x 8,5 g) 136 g",artykuly-spozywcze,N,,,,,,,,,
0000000439,Ups! Karmelki o smaku miętowym 150 g,artykuly-spozywcze,Y,w porcji 100 g,391 kcal,,,98 g,77 g,0.6 g,,
0000009138,Culineo Przyprawa doprawka natur 32% warzyw 300 g,artykuly-spozywcze,Y,w porcji 100 g,151 kcal,0.6 g,0.1 g,30 g,18 g,3.1 g,54.8 g,6.9 g
0000006560,Milka Choco Minis Ciastka z czekoladą mleczną z mleka alpejskiego i nadzieniem mlecznym 185 g,artykuly-spozywcze,Y,w porcji 100 g,507 kcal,25 g,11 g,64 g,36 g,6.4 g,,2.2 g
0000016393,Frank & Oli Keto miękkie ciasteczko kokos & orzech nerkowca 50 g,artykuly-spozywcze,Y,w porcji 100 g,465 kcal,34.9 g,22.6 g,13.1 g,9 g,7.7 g,0.63 g,33.8 g
0000007455,Good Food Wafle kukurydziane w czekoladzie mlecznej 68 g (4 sztuki),artykuly-spozywcze,Y,w porcji 100 g,483 kcal,21 g,12 g,65 g,28 g,7.4 g,0.05 g,2.4 g
0000002071,Skittles Fruits Cukierki do żucia 38 g,artykuly-spozywcze,Y,w porcji 100 g,397 kcal,4.2 g,2.3 g,89 g,74 g,0 g,0.02 g,
