item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,fiber,protein,salt
0000000178,Papryka konserwowa 650 g Nasza Spiżarnia,artykuly-spozywcze,Y,w porcji 100 g,32 kcal,0.5 g,0.1 g,5.6 g,5 g,1.6 g,0.8 g,0.71 g
0000009002,Herbarium Melisa z pomarańczą  Herbatka ziołowo-owocowa aromatyzowana z melisą o smaku pomarańczy  20 torebek 40 g,artykuly-spozywcze,N,,,,,,,,,
0000005109,Knorr Puree klopsiki z cebulką 53 g,artykuly-spozywcze,Y,w porcji 100 g,85 kcal,2.5 g,0.9 g,12 g,1.6 g,2 g,3 g,0.63 g
0000006396,Krakus Chrzan 180 g,artykuly-spozywcze,Y,w porcji 100 g,157 kcal,9.8 g,0.7 g,12 g,9.5 g,,2.7 g,1.4 g
0000001537,Bonitki Biszkopty 180 g,artykuly-spozywcze,Y,w porcji 100 g,367 kcal,5.4 g,1.1 g,71 g,37 g,2.5 g,9.5 g,0.19 g
0000008521,Profi Pasztet z papryką 131 g,artykuly-spozywcze,Y,w porcji 100 g,211 kcal,17 g,5.7 g,5.6 g,0.9 g,,8.5 g,1.4 g
0000008230,Patak's Tandoori Sos pomidorowy z cebulą i migdałami 450 g,artykuly-spozywcze,Y,w porcji 100 g,100 kcal,5.7 g,2.2 g,10.4 g,7.1 g,,1 g,
0000009308,Nestlé Chocapic Zbożowe muszelki o smaku czekoladowym 250 g,artykuly-spozywcze,Y,w porcji 100 g,389 kcal,4.8 g,1.3 g,73.6 g,22.4 g,7.7 g,8.9 g,0.22 g
0000009696,Sotille Gusto Pomidory suszone w oleju z ziołami 270/150 g ,artykuly-spozywcze,Y,w porcji 100 g,189 kcal,12 g,1 g,12 g,10 g,,4.5 g,3 g
0000007148,Dr. Oetker Słodka Chwila Budyń waniliowy 43 g,artykuly-spozywcze,Y,w porcji 100 g,75 kcal,0.2 g,0.1 g,16 g,9.6 g,,2.2 g,0.09 g
0000010442,Dr. Oetker Słodka Chwila Kisiel jabłkowy 30 g,artykuly-spozywcze,Y,w porcji 100 g,57 kcal,0 g,0 g,14 g,8.8 g,,0 g,0.02 g
0000003251,Rapsodia 100% Owoców Brzoskwinia 220 g,artykuly-spozywcze,Y,w porcji 100 g,148 kcal,0.5 g,0.1 g,34 g,31 g,,0.8 g,0.06 g
0000007381,Lajkonik Krakersy Super 180g,artykuly-spozywcze,Y,w porcji 100 g,469 kcal,20 g,1.6 g,62 g,2.9 g,2.4 g,9.1 g,1.9 g
0000008644,Knorr Bulion warzywny (12 x 10 g) 120 g,artykuly-spozywcze,N,,,,,,,,,
0000000004,Corn Flakes Płatki śniadaniowe 250 g,artykuly-spozywcze,Y,w porcji 100 g,383 kcal,1.4 g,0.6 g,83 g,8.9 g,4.2 g,7.5 g,1.33 g
0000001699,Top Orzeszki ziemne w chrupiącej skorupce Smak papryka 240 g,artykuly-spozywcze,Y,w porcji 100 g,524 kcal,31 g,4 g,43 g,9 g,4.7 g,15 g,2.5 g
0000003417,Nutella Krem do smarowania 350 g,artykuly-spozywcze,Y,w porcji 100 g,539 kcal,30.9 g,10.6 g,57.5 g,56.3 g,,6.3 g,0.11 g
0000005115,Nestle Cini Minis Baton 25 g ,artykuly-spozywcze,Y,w porcji 100 g,396 kcal,11.3 g,4.9 g,65.3 g,20.6 g,5 g,8 g,0.64 g
