item_id,item_name,item_link,item_image,item_type
0000008048,"Pampers Pants Pieluchomajtki, rozmiar 5, 28 sztuk, 12kg-17kg",https://zakupy.biedronka.pl/pampers-pampers-pants-pieluchomajtki-rozmiar-5-28-sztuk-12kg-17kg-0000008048.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw04406b51/images/hi-res/CEA37AEC05ED55529C9914F65B7F86FE.jpg?sw=270&sh=270&sm=fit,drogeria
0000008050,Pampers Active Baby 4 9kg-14kg 46 Pieluszek,https://zakupy.biedronka.pl/pampers-pampers-active-baby-4-9kg-14kg-46-pieluszek-0000008050.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwa3b5fe8c/images/hi-res/98A6C2B968884FCA7870BB16B4B71BD1.jpg?sw=270&sh=270&sm=fit,drogeria
0000006260,Niuqi Suchy Szampon 200ml,https://zakupy.biedronka.pl/niuqi-niuqi-suchy-szampon-200ml-0000006260.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwd203c5d9/images/hi-res/DD78A44BF2D5AB1DE52A0C2C27DCFDA2.jpg?sw=270&sh=270&sm=fit,drogeria
0000005509,Be Beauty Care Krem do rąk nawilżający 125 ml,https://zakupy.biedronka.pl/be-beauty-care-be-beauty-care-krem-do-rak-nawilzajacy-125-ml-0000005509.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw78e3b0b9/images/hi-res/12779666FB4E5A0B2E891ED52D7BB80B.jpg?sw=270&sh=270&sm=fit,drogeria
0000004850,Gliss Liquid Silk Odżywka 200 ml,https://zakupy.biedronka.pl/gliss-gliss-liquid-silk-odzywka-200-ml-0000004850.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwe07fc517/images/hi-res/098257C34F16849C5B353F39A8BC39A7.jpg?sw=270&sh=270&sm=fit,drogeria
0000008298,Taft Shine Lakier do włosów 250 ml,https://zakupy.biedronka.pl/taft-taft-shine-lakier-do-wlosow-250-ml-0000008298.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwe1e71b3f/images/hi-res/25A0BEA29C65A017132D400133F3F3EC.jpg?sw=270&sh=270&sm=fit,drogeria
0000009107,L'Oréal Paris Elseve Color Vive Szampon Ochronny do włosów farbowanych 400 ml,https://zakupy.biedronka.pl/lor%C3%A9al-paris-lor%C3%A9al-paris-elseve-color-vive-szampon-ochronny-do-wlosow-farbowanych-400-ml-0000009107.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw75b2ad90/images/hi-res/47FA1B03D7DA00BE9A953DAAC26E9BEC.jpg?sw=270&sh=270&sm=fit,drogeria
0000016111,Dove Gentle Pamper Żel pod prysznic 450 ml,https://zakupy.biedronka.pl/dove-dove-gentle-pamper-zel-pod-prysznic-450-ml-0000016111.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwe1eda97f/images/hi-res/3C46E61E106AC9300F9B2D67327D4587.jpg?sw=270&sh=270&sm=fit,drogeria
0000018312,Adidas 6 w 1 Antyperspirant w kulce dla mężczyzn 50 ml,https://zakupy.biedronka.pl/adidas-adidas-6-w-1-antyperspirant-w-kulce-dla-mezczyzn-50-ml-0000018312.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwa8863f80/images/hi-res/22B765265B205360420712BBF92A7D57.jpg?sw=270&sh=270&sm=fit,drogeria
0000008387,Carefree Plus Long Wkładki higieniczne świeży zapach 40 sztuk,https://zakupy.biedronka.pl/carefree-carefree-plus-long-wkladki-higieniczne-swiezy-zapach-40-sztuk-0000008387.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwa592f12f/images/hi-res/254C5814E6EA33A9186A1A81228C4F2F.jpg?sw=270&sh=270&sm=fit,drogeria
0000012629,Femina Tampony Essential protection Normal 32 szt.,https://zakupy.biedronka.pl/femina-femina-tampony-essential-protection-normal-32-szt.-0000012629.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw51a364f3/images/hi-res/C6DC68D6D5E82281F11D890019F5AA52.jpg?sw=270&sh=270&sm=fit,drogeria
0000005556,Be Beauty Maszynki do golenia 4 szt.,https://zakupy.biedronka.pl/be-beauty-be-beauty-maszynki-do-golenia-4-szt.-0000005556.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwaabcb67f/images/hi-res/2723D303C0E53B6A96BF95E32DFAC885.jpg?sw=270&sh=270&sm=fit,drogeria
0000012133,Gillette Sensor3 Maszynka do golenia Rączka maszynki + 3 ostrza,https://zakupy.biedronka.pl/gillette-gillette-sensor3-maszynka-do-golenia-raczka-maszynki-%2B-3-ostrza-0000012133.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwde367817/images/hi-res/0A6D3DA5E0FCE0C8FF7D4E06329240C7.jpg?sw=270&sh=270&sm=fit,drogeria
0000015134,Garnier Mineral 6-in1 Protection Floral Fresh Antyperspirant 50 ml,https://zakupy.biedronka.pl/garnier-garnier-mineral-6-in1-protection-floral-fresh-antyperspirant-50-ml-0000015134.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw0e337f4b/images/hi-res/657A236B382C62C300C7D8CA52C04A39.jpg?sw=270&sh=270&sm=fit,drogeria
0000012057,Nike Woman 5th Element Dezodorant perfumowany 75 ml,https://zakupy.biedronka.pl/nike-nike-woman-5th-element-dezodorant-perfumowany-75-ml-0000012057.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwc2472d15/images/hi-res/93AF9B7E140FF8C9506C1B60BBB8DFFC.jpg?sw=270&sh=270&sm=fit,drogeria
0000011922,Nivea przeciwzmarszczkowy + ujędrniający krem na dzień SPF15 45+ 50 ml,https://zakupy.biedronka.pl/nivea-nivea-przeciwzmarszczkowy-%2B-ujedrniajacy-krem-na-dzien-spf15-45%2B-50-ml-0000011922.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwd1e84df6/images/hi-res/081AC9030637AB730C433038457BBA5B.jpg?sw=270&sh=270&sm=fit,drogeria
0000015132,Garnier mineral Action control 72h Antyperspirant 50 ml,https://zakupy.biedronka.pl/garnier-garnier-mineral-action-control-72h-antyperspirant-50-ml-0000015132.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw6438f4f4/images/hi-res/95328E46A0B630C9E46A3216F3B71BC2.jpg?sw=270&sh=270&sm=fit,drogeria
