item_id,item_name,item_link,item_image,item_type
0000001847,Kraina Wędlin Kiełbasa żywiecka 600g,https://zakupy.biedronka.pl/kraina-wedlin-kraina-wedlin-kielbasa-zywiecka-600g-0000001847.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwbecf449f/images/hi-res/718B0EC262150D421DB11E01BE54E75B.jpg?sw=270&sh=270&sm=fit,mieso
0000003484,Marinero Pstrąg wędzony,https://zakupy.biedronka.pl/marinero-marinero-pstrag-wedzony-0000003484.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw36683b33/images/hi-res/8BA6D7FCF6ACD167085CBA5C422EF709.jpg?sw=270&sh=270&sm=fit,mieso
0000003483,Marinero Makrela Filet wędzony,https://zakupy.biedronka.pl/marinero-marinero-makrela-filet-wedzony-0000003483.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw2baa3a0d/images/hi-res/33413BE09BE7B354DAA99F2803D0762B.jpg?sw=270&sh=270&sm=fit,mieso
0000001526,Marinero Filety śledziowe w sosie koperkowym 300 g,https://zakupy.biedronka.pl/marinero-marinero-filety-sledziowe-w-sosie-koperkowym-300-g-0000001526.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwc1722c49/images/hi-res/2050071.jpg?sw=270&sh=270&sm=fit,mieso
0000004216,"Sokołów Metka cebulowa, 170 g",https://zakupy.biedronka.pl/sokolow-sokolow-metka-cebulowa-170-g-0000004216.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwe5c45d33/images/hi-res/274085.jpg?sw=270&sh=270&sm=fit,mieso
0000011217,Kraina Wędlin Polędwica wieprzowa 500 g,https://zakupy.biedronka.pl/kraina-wedlin-kraina-wedlin-poledwica-wieprzowa-500-g-0000011217.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw88fb7270/images/hi-res/DB97A3BD71E986B72D2F9C1A25363C54.jpg?sw=270&sh=270&sm=fit,mieso
0000014979,Sokołów Sokoliki Produkt drobiowy z serem cheddar 130 g,https://zakupy.biedronka.pl/sokolow-sokolow-sokoliki-produkt-drobiowy-z-serem-cheddar-130-g-0000014979.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw6dddc0aa/images/hi-res/94CC552F849B684257723A79A44B6A96.jpg?sw=270&sh=270&sm=fit,mieso
0000011312,Kraina Mięs Królik z podróbkami świeży,https://zakupy.biedronka.pl/kraina-mies-kraina-mies-krolik-z-podrobkami-swiezy-0000011312.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwe6ab9d7e/images/hi-res/29D27832F7CDBBD15934E4802EFB0297.jpg?sw=270&sh=270&sm=fit,mieso
0000014852,Kraina Mięs Stek wołowy z krzyżowej,https://zakupy.biedronka.pl/kraina-mies-kraina-mies-stek-wolowy-z-krzyzowej-0000014852.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw4779df4e/images/hi-res/7A17D76DAC0E856871FE69B2186F1D2D.jpg?sw=270&sh=270&sm=fit,mieso
0000007635,Kraina Wędlin na co dzień kiełbasa śląska grillowa kg,https://zakupy.biedronka.pl/kraina-wedlin-na-co-dzien-kraina-wedlin-na-co-dzien-kielbasa-slaska-grillowa-kg-0000007635.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw847f3a10/images/hi-res/AB0682B14B3C66E4D2B096A31730222B.jpg?sw=270&sh=270&sm=fit,mieso
