item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,protein,salt,fiber
0000007474,Big Milk Strawberry intense lody 1 L,mrozone,Y,w porcji 100 ml,85 kcal,2.7 g,2.3 g,14 g,11 g,1.2 g,0.05 g,
0000009953,Magnum Double Sunlover Lody 85 ml,mrozone,N,,,,,,,,,
0000009800,Koral Iza lody o smaku śmietankowo-cytrynowo-truskawkowo-czekoladowym z sosem wieloowocowym 270ml,mrozone,Y,w porcji 100 g,192 kcal,7.9 g,7.2 g,28 g,26 g,2.3 g,0.11 g,
0000010159,Magnum Double Starchaser Pint Lody 440 ml,mrozone,Y,w porcji 100 g,304 kcal,17 g,11 g,33 g,26 g,3.1 g,0.2 g,
0000007448,Marletto truskawkowe Lody truskawkowe z kawałkami kandyzowanych truskawek 1000 ml,mrozone,Y,w porcji 100 g,189 kcal,7.9 g,5.3 g,26 g,23 g,3 g,0.06 g,
0000009030,Marletto Fruit Lody smaki malina i jabłko 8 x 70 ml,mrozone,Y,w porcji 100 g,94 kcal,0.5 g,0.1 g,23 g,21 g,0.5 g,0.02 g,0.5 g
0000005665,Lody Almond Magnum 440 ml,mrozone,Y,w porcji 100 g,351 kcal,22 g,12 g,33 g,31 g,4.9 g,0.12 g,
0000016137,Big Milk Intense Lody smak truskawkowy z sosem truskawkowym i kawałkami truskawek 900 ml,mrozone,Y,w porcji 100 g,143 kcal,3.6 g,3.2 g,25 g,22 g,1.9 g,0.09 g,
0000016229,Zielona Budka Lody o smaku waniliowym ze śmietanką (4 sztuki) 360 ml,mrozone,Y,w porcji 100 g,226 kcal,13 g,10 g,26 g,20 g,2.1 g,0.15 g,0.5 g
0000006280,Oreo Lody o smaku waniliowym z ciastkami kakaowymi 90 ml,mrozone,Y,w porcji 100 g,343 kcal,21 g,13 g,35 g,24 g,3.4 g,0.29 g,0.9 g
0000016138,Big Milk Intense Lody smak czekoladowy z sosem czekoladowym i kawałkami czekolady 900 ml,mrozone,Y,w porcji 100 g,160 kcal,4.6 g,3.8 g,25 g,22 g,3.1 g,0.11 g,
0000009096,Zott Monte Lody śmietankowe i lody czekoladowo-orzechowe w czekoladzie mlecznej 110 ml,mrozone,Y,w porcji 100 g,336 kcal,22.3 g,14.3 g,29 g,27.1 g,4.2 g,0.12 g,
0000009952,Magnum Double Raspberry Lody 85 ml,mrozone,Y,w porcji 100 g,324 kcal,19 g,13 g,35 g,27 g,3.1 g,0.13 g,
0000000039,Magnum Lody o smaku Almond Remix 85ml,mrozone,Y,w porcji 100 g,348 kcal,22 g,14 g,32 g,27 g,5.1 g,0.16 g,
0000016164,Magnum Euphoria Pink Lemonade Lody 90 ml,mrozone,Y,w porcji 100 g,310 kcal,17 g,12 g,34 g,28 g,3.8 g,0.15 g,
0000015962,Raffaello Lody o smaku kokosowym z chrupiącą polewą o smaku kokosowym z kawałkami migdałów 70 ml,mrozone,Y,w porcji 100 g,362 kcal,24.8 g,20.4 g,28.6 g,26.9 g,5.2 g,0.2 g,
0000015216,Magnum Classic Lody 440 ml,mrozone,Y,w porcji 100 g,304 kcal,18 g,12 g,30 g,27 g,3.4 g,0.11 g,
0000011802,Mroźna Kraina Kalafior różyczki 450g,mrozone,Y,w porcji 100 g,21 kcal,0.2 g,0.1 g,2.7 g,2.6 g,1.7 g,0.01 g,1 g
