item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,fiber,protein,salt
0000010412,Pomidor czerwony luz,warzywa,N,,,,,,,,,
0000011785,Ziemniaki jadalne polskie kg,warzywa,N,,,,,,,,,
0000010416,Cebula żółta kg,warzywa,N,,,,,,,,,
0000010329,"Cebula czerwona, opak. 500 g",warzywa,N,,,,,,,,,
0000011622,Dynia kulinarna kg,warzywa,N,,,,,,,,,
0000010303,Ziemniak myty jadalny 2 kg,warzywa,N,,,,,,,,,
0000010418,Cukinia kg,warzywa,N,,,,,,,,,
0000010409,"Włoszczyzna, opak. 650 g",warzywa,N,,,,,,,,,
0000010059,Cebula żółta opakowanie 1 kg,warzywa,N,,,,,,,,,
0000010371,Pieczarka opakowanie 500g,warzywa,N,,,,,,,,,
0000010365,"Pomidor Polski malinowy, 500 g",warzywa,N,,,,,,,,,
0000010407,Ogórki Szklarniowe luz,warzywa,N,,,,,,,,,
0000011541,"Czosnek polski, 1 szt.",warzywa,N,,,,,,,,,
0000019014,Rzodkiewka pęczek,warzywa,N,,,,,,,,,
0000010368,Brokuł sztuka,warzywa,N,,,,,,,,,
0000010285,Pomidory Cherry gałązka opakowanie 500 g,warzywa,N,,,,,,,,,
0000005210,Vital Fresh Rukola 100 g,warzywa,Y,w porcji 100 g,31 kcal,0.5 g,0.1 g,3.9 g,3.9 g,0.9 g,2.6 g,0.07 g
0000008616,goBio Szpinak Baby 150 g,warzywa,Y,w porcji 100 g,20 kcal,0 g,0 g,1.4 g,1.4 g,2.1 g,2 g,0.12 g
0000002153,Vital Fresh Mix sałat z rukolą 160 g,warzywa,Y,w porcji 100 g,20 kcal,0 g,0 g,3.1 g,0.9 g,1.5 g,1.2 g,0.05 g
0000010849,Papryka polska zielona kg,warzywa,N,,,,,,,,,
0000010051,Marchew luz,warzywa,N,,,,,,,,,
0000010197,"Szczypiorek, 1 szt.",warzywa,N,,,,,,,,,
0000011166,Dynia Hokkaido kg,warzywa,N,,,,,,,,,
0000010413,Papryka Czerwona luz,warzywa,N,,,,,,,,,
0000010117,Ziemniaki myte luz,warzywa,N,,,,,,,,,
0000010189,"Buraki czerowne gotowane, 500 g",warzywa,N,,,,,,,,,
0000014845,Papryka słodka pomarańczowa kg,warzywa,N,,,,,,,,,
0000010086,Bakłażan kg,warzywa,N,,,,,,,,,
0000010310,"Papryka trzy kolory, opak. 500 g",warzywa,N,,,,,,,,,
0000010282,Cebula dymka pęczek,warzywa,N,,,,,,,,,
0000010133,Bataty Słodkie ziemniaki kg,warzywa,N,,,,,,,,,
0000010392,Ogórek Gruntowy luz,warzywa,N,,,,,,,,,
