item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,protein,salt,fiber,monounsaturated fatty acids,polyunsaturated fatty acids
0000008006,"SM Gostyń Mleko zagęszczone niesłodzone 7,5% gostyńskie 500g",nabial,Y,w porcji 100 g,131 kcal,7.5 g,4.5 g,9.4 g,9.4 g,6.5 g,0.3 g,,,
0000015185,Müller Müllermilch Party Napój mleczny o smaku malinowym 400 g,nabial,Y,w porcji 100 g,68 kcal,1.3 g,0.9 g,10.9 g,10.1 g,3.2 g,0.14 g,,,
0000011456,Fruvita Low Carb Jogurt o smaku jagodowym 150 g,nabial,Y,w porcji 100 g,47 kcal,1.7 g,1.2 g,1.2 g,0.7 g,6.8 g,0.09 g,,,
0000005125,Mleczna Dolina Masło irlandzkie 200 g,nabial,Y,w porcji 100 g,743 kcal,82 g,54 g,0.7 g,0.7 g,0.6 g,0.02 g,,,
0000019224,Müller Müllermilch Protein Napój mleczny o smaku kokosowo-czekoladowym 400 g,nabial,Y,w porcji 100 g,62 kcal,1.7 g,1.1 g,5.1 g,5 g,6.5 g,0.14 g,,,
0000007717,"Piątnica  Koktajl białkowy - malina, granat 250 ml",nabial,Y,w porcji 100 g,88 kcal,1.2 g,0.7 g,9 g,9 g,10.2 g,0.09 g,,,
0000019289,YoPRO Jogurt pitny o smaku stracciatella 270 g,nabial,Y,w porcji 100 g,59 kcal,0.5 g,0.2 g,5.4 g,5.2 g,8.3 g,0.17 g,,,
0000019290,Danone YoPro Jogurt pitny smak truskawka-malina 270 g,nabial,Y,w porcji 100 g,60 kcal,0.5 g,0.2 g,5.5 g,5.2 g,8.4 g,0.17 g,,,
0000015442,Go Active Proteinowy ser żółty 250 g,nabial,Y,w porcji 100 g,209 kcal,8.5 g,6 g,0 g,0 g,33 g,1.5 g,,,
0000007266,Go Vege Cocojogu Ananas-Mango 150g,nabial,Y,w porcji 100 g,91 kcal,4.3 g,3.9 g,12.4 g,7 g,0.4 g,0.05 g,0.4 g,,
0000019313,Lindahls Skyr pitny truskawkowy 350 g,nabial,Y,w porcji 100 g,84 kcal,1.5 g,0.9 g,10 g,9.9 g,7.6 g,0.15 g,0.23 g,,
0000018562,Müllermilch Shake Napój mleczny o smaku bułeczki cynamonowej 400 g,nabial,Y,w porcji 100 g,83 kcal,3.3 g,2.2 g,9.9 g,9.6 g,3.3 g,0.15 g,,,
0000019312,Alpro Skyr Style sojowy waniliowy 150 g,nabial,Y,w porcji 100 g,77 kcal,3 g,0.5 g,6.8 g,6.5 g,5.1 g,0.24 g,1.1 g,,
0000004988,Pasłęk Pasłęcki miks tłuszczowy do smarowania 200 g,nabial,Y,w porcji 100 g,686 kcal,75 g,33 g,1.6 g,0.9 g,0.6 g,0.04 g,,,
0000002428,Tutti Serek truskawka 150g,nabial,Y,w porcji 100 g,121 kcal,5 g,3.3 g,13.2 g,11.4 g,5.4 g,0.1 g,,,
0000004395,Delikate Roladka śmietankowa z pomidorem i bazylią 100g,nabial,Y,w porcji 100 g,320 kcal,29 g,20 g,3.1 g,3.1 g,9 g,1.5 g,3.4 g,,
0000011368,Gusto Bello Pecorino Romano Ser owczy dojrzewający min. 5 miesięcy 150g,nabial,Y,w porcji 100 g,406 kcal,34 g,23 g,0 g,0 g,25 g,4.7 g,,,
0000010697,Światowid Gouda ser topiony z szynką 150 g,nabial,Y,w porcji 100 g,203 kcal,15 g,10 g,6.1 g,5 g,11 g,2 g,0 g,,
0000008154,Mlekovita Ser Cheddar plastry 300g,nabial,Y,w porcji 100 g,379 kcal,31 g,20 g,0 g,0 g,25 g,1.7 g,,,
0000000756,Wyborna extra Margaryna 40% 500 g,nabial,Y,w porcji 100 g,361 kcal,40 g,12 g,0.1 g,0.1 g,0.1 g,1 g,,,
0000010436,"Serek Waniliowy President, 1 kg",nabial,Y,w porcji 100 g,136 kcal,6.5 g,4.2 g,13.5 g,11.8 g,5.6 g,0.1 g,,,
0000019315,Lindahls Skyr pitny waniliowy  350 g,nabial,Y,w porcji 100 g,87 kcal,1.6 g,1 g,11 g,10 g,7.6 g,0.15 g,0.06 g,,
0000010645,Kortos Ser sałatkowy typu greckiego 160 g,nabial,Y,w porcji 100 g,202 kcal,16 g,11 g,3.5 g,3.5 g,11 g,2.7 g,,,
0000003473,"President Camembert Naturalny, 170 g",nabial,Y,w porcji 100 g,357 kcal,32 g,20.4 g,0.2 g,0.2 g,17 g,1.7 g,,,
0000000179,Rama classic 400g,nabial,Y,w porcji 100 g,530 kcal,59 g,18 g,0.5 g,0.5 g,0.5 g,0.3 g,,,
0000009171,Activia Jogurt pitny bez dodatku cukru czereśnia jabłko banan 270 g,nabial,Y,w porcji 100 g,41 kcal,0.5 g,0.3 g,6 g,5.7 g,3 g,0.11 g,,,
0000004620,Światowid Maasdamer bez laktozy 150 g,nabial,Y,w porcji 100 g,334 kcal,26 g,17 g,0 g,0 g,25 g,1.3 g,0 g,,
0000009172,Activia Jogurt pitny bez dodatku cukru brzoskwinia ananas banan 270 g,nabial,Y,w porcji 100 g,42 kcal,0.5 g,0.3 g,6.1 g,6.1 g,3.1 g,0.11 g,,,
0000009964,Pro-Activ kardio 400 g,nabial,Y,w porcji 100 g,314 kcal,35 g,8.1 g,0.5 g,0.5 g,0.5 g,0.2 g,,17 g,9 g
0000001424,Mleczna Dolina Maślanka truskawkowa 1 l,nabial,Y,w porcji 100 ml,72 kcal,1.5 g,1 g,11 g,9.7 g,3.5 g,0.1 g,,,
0000003756,Fruvita Jogurt pitny bananowy (6x100 g) 600 g ,nabial,Y,w porcji 100 g,79 kcal,1.7 g,1 g,12.8 g,12.3 g,3 g,0.1 g,0.1 g,,
0000019293,Danone YoPro Jogurt smak waniliowy 160 g,nabial,Y,w porcji 100 g,53 kcal,0.1 g,0.1 g,3.6 g,3.1 g,9.4 g,0.09 g,,,
