item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,fiber,protein,salt
0000001828,Delikate Serek brzoskwiniowy 385 g,nabial,Y,w porcji 100 g,136 kcal,6.5 g,4.2 g,13.4 g,11.8 g,0.1 g,5.7 g,0.1 g
0000007264,Go Vege Cocojogu klasyczny 150g,nabial,Y,w porcji 100 g,72 kcal,5.1 g,4.6 g,5.9 g,0.5 g,0.4 g,0.4 g,0.04 g
0000003741,Hochland ze śmietanką. Ser kremowy topiony w bloczku 90 g,nabial,Y,w porcji 100 g,181 kcal,13 g,8.3 g,5.9 g,5.9 g,,10 g,2.5 g
0000005901,Światowid Mozzarella w kawałku 300g,nabial,Y,w porcji 100 g,278 kcal,20 g,13.6 g,0.5 g,0.5 g,0 g,24 g,1.4 g
0000003037,Światowid Ser kozi plastry 160 g,nabial,Y,w porcji 100 g,364 kcal,30.9 g,21 g,0 g,0 g,,21.5 g,1.8 g
0000010644,Kortos Ser sałatkowy typu greckiego ziołowy 160 g,nabial,Y,w porcji 100 g,202 kcal,16 g,11 g,3.5 g,3.5 g,,11 g,2.7 g
0000003753,Fruvita Jogurt pitny bananowy (6x100 g) 600 g,nabial,Y,w porcji 100 g,79 kcal,1.7 g,1 g,12.8 g,12.3 g,0.1 g,3 g,0.1 g
0000009638,Go Active Pudding proteinowy o smaku słonego karmelu 200g,nabial,Y,w porcji 100 g,77 kcal,1.3 g,0.8 g,6.3 g,4.3 g,0.1 g,10 g,0.32 g
0000004905,Go Active Napój proteinowy o smaku słonego karmelu 250 g,nabial,Y,w porcji 100 g,59 kcal,0.1 g,0.03 g,4.5 g,4.4 g,0 g,10 g,0.1 g
0000004199,Piątnica Twój Smak Serek śmietankowy aksamitny klasyczny 135 g,nabial,Y,w porcji 100 g,243 kcal,23 g,15 g,3 g,3 g,,6 g,0.8 g
0000019398,Alpro Skyr Style sojowy naturalny 400 g,nabial,Y,w porcji 100 g,68 kcal,3.3 g,0.6 g,2.6 g,2.5 g,1.3 g,6 g,0.38 g
0000000315,Dessella Deser mleczny o smaku czekoladowym z bitą śmietanką 180 g,nabial,Y,w porcji 100 g,101 kcal,2.5 g,1.5 g,17.4 g,13.9 g,,2.2 g,0.08 g
0000000003,Kasia 250 g,nabial,Y,w porcji 100 g,619 kcal,70 g,33 g,0.5 g,0.5 g,,0.5 g,0.2 g
0000004981,Mleczna Dolina masło osełkowe extra zawartość tłuszczu 82 % 300 g,nabial,Y,w porcji 100 g,744 kcal,82 g,55 g,0.7 g,0.7 g,,0.7 g,0.2 g
0000006634,Smakowita de Luxe  450 g,nabial,Y,w porcji 100 g,495 kcal,55 g,17 g,0 g,0 g,,0 g,0.3 g
0000009920,Mleczna Dolina Masło klarowane 500 g,nabial,Y,w porcji 100 g,898 kcal,99.8 g,65 g,0.1 g,0.1 g,,0.1 g,0 g
0000003755,Fruvita Jogurt pitny truskawkowy (6x100 g) 600 g,nabial,Y,w porcji 100 g,79 kcal,1.7 g,1 g,12.8 g,12.3 g,0.1 g,3 g,0.1 g
0000007632,Danone Gratka o smaku truskawkowym Deser (4 x 115 g) 460 g,nabial,Y,w porcji 100 g,74 kcal,1 g,0.6 g,14.5 g,12.6 g,,1.8 g,0.06 g
0000011701,Go Active Serek proteinowy ze skyrem brzoskwinia-marakuja 200 g,nabial,Y,w porcji 100 g,72 kcal,0.2 g,0.1 g,5 g,3.7 g,0.1 g,12 g,0.1 g
0000011458,Fruvita Low Carb jogurt naturalny 150 g,nabial,Y,w porcji 100 g,53 kcal,2 g,1.4 g,0.8 g,0.8 g,,8 g,0.1 g
0000015439,Danone Danio Jogurt pitny smak wanilia 270g,nabial,Y,w porcji 100 g,65 kcal,1.4 g,0.9 g,9.5 g,9.2 g,,3.5 g,0.14 g
0000000780,Fruvita Jogurt wiśniowy 400g,nabial,Y,w porcji 100 g,87 kcal,2.5 g,1.8 g,13.4 g,11.4 g,0.14 g,2.7 g,0.1 g
0000001492,Mleczna Dolina Śmietanka 30 % 330 ml,nabial,Y,w porcji 100 ml,292 kcal,30 g,20 g,3.2 g,3.2 g,,2.3 g,0.1 g
0000019314,Lindahls Skyr pitny mango 350 g,nabial,Y,w porcji 100 g,86 kcal,1.5 g,0.9 g,10 g,10 g,0.2 g,7.6 g,0.15 g
0000002415,Fruvita Mixo Napój jogurtowy o smaku jagoda wiśnia 700g,nabial,Y,w porcji 100 g,67 kcal,0.8 g,0.5 g,13.3 g,11.8 g,0.03 g,1.7 g,0.1 g
0000008345,"goBIO Mleko 3,9% 1l",nabial,Y,w porcji 100 ml,67 kcal,3.9 g,2.3 g,4.8 g,4.8 g,,3.1 g,0.1 g
0000001845,Mlekovita Masło ekstra 82% tł. osełka 500g,nabial,Y,w porcji 100 g,746 kcal,82 g,54 g,1 g,1 g,,1 g,0.02 g
0000005491,Go Bio Jogurt naturalny 150g,nabial,Y,w porcji 100 g,75 kcal,3.8 g,2.4 g,4.7 g,4.7 g,,5 g,0.15 g
0000002316,Fruvita 0%  Jogurt pitny o smaku suszonej śliwki 400 g,nabial,Y,w porcji 100 g,41 kcal,0.2 g,0.1 g,6.2 g,4.8 g,0.04 g,3.7 g,0.13 g
0000007640,Fruvita Pure jogurt owoce jagoda banan 150 g,nabial,Y,w porcji 100 g,91 kcal,3.1 g,1.8 g,11.3 g,8.8 g,0.8 g,4 g,0.15 g
0000008539,Alpro Skyr Style sojowy mango 400 g,nabial,Y,w porcji 100 g,84 kcal,3 g,0.5 g,8.4 g,8.1 g,1.2 g,5.2 g,0.26 g
0000016935,Activia Jogurt bez dodatku cukru truskawka banan 270 g,nabial,Y,w porcji 100 g,47 kcal,0.5 g,0.3 g,7.3 g,7.1 g,,3.1 g,0.14 g
