item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,fiber,protein,salt
0000015907,Światowid Morski ser żółty w plastrach 500 g,nabial,Y,w porcji 100 g,327 kcal,25 g,18 g,1.5 g,0 g,0 g,24 g,2.5 g
0000008353,Piątnica Skyr jogurt typu islandzkiego z mango i marakują 150 g,nabial,Y,w porcji 100 g,82 kcal,0 g,0 g,11 g,11 g,,9.6 g,0.06 g
0000002939,Mleczna Dolina Kefir w butelce 400 g,nabial,Y,w porcji 100 g,44 kcal,1.5 g,1.1 g,4.5 g,3.4 g,,3.2 g,0.1 g
0000003742,Hochland Ser kremowy z ziołami 90 g,nabial,Y,w porcji 100 g,175 kcal,12 g,8 g,5.7 g,5.6 g,,11 g,2.5 g
0000015900,Delikate Serek wiejski lekki 3% 200 g,nabial,Y,w porcji 100 g,83 kcal,3 g,1.8 g,3 g,2.8 g,,11 g,0.5 g
0000000205,Delikate Twaróg półtłusty 250g,nabial,Y,w porcji 100 g,118 kcal,4 g,2.9 g,3.4 g,3.4 g,,17 g,0.07 g
0000012636,Danio Serek homogenizowany o smaku waniliowym (4x130 g) 520 g,nabial,Y,w porcji 100 g,99 kcal,2.9 g,1.9 g,12.8 g,11.6 g,,5.3 g,0.08 g
0000014674,Go Active Pudding proteinowy smak orzechowy z czekoladą 200 g,nabial,Y,w porcji 100 g,88 kcal,1.8 g,1.1 g,7.4 g,4.7 g,0.5 g,10 g,0.31 g
0000006008,Hochland Ser żółty w plastrach gouda 300 g,nabial,Y,w porcji 100 g,352 kcal,28 g,20 g,0 g,0 g,,25 g,1.5 g
0000004991,Delikate Green Ser Pleśniowy 100 g,nabial,Y,w porcji 100 g,366 kcal,31 g,21 g,1.8 g,0 g,,20 g,2.5 g
0000016269,Delikate Przekąska Serek z paluszkami chlebowymi 35 g,nabial,Y,w porcji 100 g,286 kcal,18 g,11 g,22 g,2.4 g,1 g,8 g,1.4 g
0000003684,Rycki Edam Exclusive plastry ser żółty 135 g,nabial,Y,w porcji 100 g,355 kcal,27 g,18 g,2 g,0 g,,26 g,1.1 g
0000005364,"Mleko świeże bez laktozy 2,0 % zawartość tłuszczu 1 l",nabial,Y,w porcji 100 ml,49 kcal,2 g,1.2 g,4.8 g,4.8 g,,3 g,0.1 g
0000007638,Fruvita Pure jogurt owoce truskawka banan jabłko150g,nabial,Y,w porcji 100 g,82 kcal,3 g,1.8 g,9.5 g,9.1 g,0.5 g,3.9 g,0.15 g
0000004375,Zott Belriso Deser mleczny z ryżem i sosem 200 g,nabial,N,,,,,,,,,
0000015186,Müller Müllermilch Party Napój mleczny o smaku marakui 400 g,nabial,Y,w porcji 100 g,67 kcal,1.4 g,1 g,10.3 g,9.7 g,,3.3 g,0.13 g
0000004182,Światowid ser Gouda plastry 1 kg,nabial,Y,w porcji 100 g,344 kcal,26 g,18 g,1.4 g,0.2 g,0 g,26 g,1.5 g
0000001885,Fruvita Jogurt naturalny typu greckiego 400 g,nabial,Y,w porcji 100 g,124 kcal,10 g,6.5 g,5 g,5 g,,3.6 g,0.1 g
0000015906,Światowid Gouda ser żółty w plastrach 500 g,nabial,Y,w porcji 100 g,336 kcal,26 g,18 g,1.5 g,0 g,0 g,24 g,1.5 g
0000002241,Britanny's Ser Cheddar 200 g,nabial,Y,w porcji 100 g,416 kcal,34.9 g,21.7 g,0.5 g,0.5 g,,25.4 g,1.8 g
0000016451,Hochland Ser kremowy ze śmietanką w trójkącikach (8 sztuk) 180 g,nabial,Y,w porcji 100 g,211 kcal,16 g,11 g,5.8 g,5.8 g,,11 g,2.6 g
0000007285,Galbani Ser Mascarpone 500 g,nabial,Y,w porcji 100 g,392 kcal,40 g,27 g,4.9 g,4.9 g,,3.4 g,
0000015904,Delikate Serek wiejski klasyczny 200 g,nabial,Y,w porcji 100 g,99 kcal,5 g,3 g,2.5 g,2.5 g,0 g,11 g,0.7 g
0000019265,Mlekovita Śmietana Polska naturalna 18% tłuszczu 400 g,nabial,Y,w porcji 100 g,188 kcal,18 g,12 g,4.2 g,4.2 g,,2.4 g,0.1 g
0000001800,Światowid Ser żółty Radamer 250 g,nabial,Y,w porcji 100 g,1426 kcal,26 g,18 g,1.3 g,0 g,,26 g,1 g
0000000060,Delikate Ser typu greckiego sałatkowy półtłusty 270 g,nabial,Y,w porcji 100 g,188 kcal,12 g,7.8 g,7 g,3.5 g,0 g,13 g,2.7 g
0000006586,"Bakuś Serek biszkoptowy z dodatkiem wapnia, witamin: D, B6 i B12 90 g",nabial,Y,w porcji 100 g,108 kcal,4 g,2.4 g,12.3 g,11.8 g,,5.8 g,0.1 g
0000003686,Fruvita Jogurt o smaku jagodowym 400g,nabial,Y,w porcji 100 g,85 kcal,2.5 g,1.5 g,12.6 g,11.5 g,0.4 g,2.7 g,0.13 g
0000002938,Sottile Gusto Mozzarella mini 270 g / 150 g,nabial,Y,w porcji 100 g,248 kcal,19 g,13 g,1.5 g,1.5 g,1.5 g,18 g,0.5 g
0000002940,Śmietanka UHT 30% 330ml Mleczna Dolina,nabial,Y,w porcji 100 ml,291 kcal,30 g,18 g,3.1 g,3.1 g,,2.2 g,0.08 g
0000000781,Fruvita Jogurt owoce leśne 400g,nabial,Y,w porcji 100 g,87 kcal,2.5 g,1.8 g,13.4 g,11.4 g,0.14 g,2.7 g,0.1 g
0000007434,Jovi Duet truskawka-kiwi 350g,nabial,Y,w porcji 100 g,67 kcal,0.8 g,0.5 g,13 g,12 g,,1.7 g,0.13 g
