item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,protein,salt,fiber
0000016316,Piątnica Serek wiejski z ananasem 150 g,nabial,Y,w porcji 100 g,110 kcal,4 g,2.8 g,10 g,10 g,8.6 g,0.5 g,
0000004479,Delikate Camambert z ziołami 120 g,nabial,Y,w porcji 100 g,270 kcal,22 g,15 g,0.5 g,0.5 g,18 g,1.7 g,
0000004055,Fantasia Truskawka 118 g,nabial,Y,w porcji 100 g,118 kcal,5.3 g,3.4 g,15.2 g,14.8 g,2.3 g,0.09 g,
0000001842,Actimel o smaku owocu granatu 6x100 g,nabial,Y,w porcji 100 g,73 kcal,1.4 g,1 g,11.3 g,11.1 g,2.8 g,0.1 g,
0000006298,Zott Monte Deser mleczny z czekoladą i orzechami 330 g (6 x 55 g),nabial,Y,w porcji 100 g,183 kcal,12.2 g,8.1 g,15.5 g,13.6 g,2.6 g,0.1 g,
0000004700,"Mleczna Dolina mleko UHT bez laktozy zawartość tłuszczu 3,2 % 1 L",nabial,Y,w porcji 100 ml,59 kcal,3.2 g,2.1 g,4.4 g,4.4 g,3.2 g,0.1 g,
0000005040,Galbani Ser mozzarella 100 g,nabial,Y,w porcji 100 g,238 kcal,18 g,13 g,2 g,1 g,17 g,0.7 g,
0000001043,Fruvita  jogurt pitny brzoskwiniowy 400g,nabial,Y,w porcji 100 g,77 kcal,2 g,1.2 g,11.8 g,11.4 g,2.8 g,0.1 g,0.1 g
0000015902,Ser Światowid Gouda plastry 300 g,nabial,Y,w porcji 100 g,335 kcal,27 g,16 g,0.1 g,0.1 g,23 g,1.5 g,
0000007925,Włoszczowa Ser Gouda plastry 400 g ,nabial,Y,w porcji 100 g,338 kcal,26 g,18 g,1.1 g,0 g,25 g,1.5 g,
0000004491,Delikate Serek wiejski bez laktozy 200 g,nabial,Y,w porcji 100 g,97 kcal,5 g,3.3 g,20 g,2 g,11 g,0.7 g,0 g
0000004146,Krasnystaw Kefir 420 g,nabial,Y,w porcji 100 g,50 kcal,2 g,1.2 g,4.7 g,4.2 g,3.4 g,0.08 g,
0000016936,Activia Jogurt bez dodatku cukru mango banan 270 g,nabial,Y,w porcji 100 g,47 kcal,0.5 g,0.3 g,7.3 g,7.2 g,3.1 g,0.14 g,
0000004741,Piątnica Wiejskie bez laktozy 2% 1 l,nabial,Y,w porcji 100 ml,42 kcal,2 g,1.3 g,2.6 g,2.6 g,3.5 g,0.1 g,
0000006523,Piątnica Skyr jogurt pitny typu islandzkiego jagoda 330 ml,nabial,Y,w porcji 100 g,78 kcal,1.5 g,1.1 g,9.5 g,9 g,6.5 g,0.08 g,
0000006908,Müllermilch Shake Napój mleczny o smaku truskawkowym 400 g,nabial,Y,w porcji 100 g,83 kcal,3.3 g,2.2 g,10.1 g,9.6 g,3.3 g,0.14 g,
0000000744,Twist Jogurt pitny malinowy 370 g,nabial,Y,w porcji 100 g,68 kcal,1.6 g,1.1 g,10.6 g,10.4 g,2.7 g,0.1 g,
0000016315,Piątnica Serek wiejski z brzoskwinią 150 g,nabial,Y,w porcji 100 g,110 kcal,4 g,2.8 g,10 g,10 g,8.6 g,0.5 g,
0000004186,Piątnica Serek wiejski z malinami i żurawiną 150g,nabial,Y,w porcji 100 g,122 kcal,4 g,2.8 g,13 g,11 g,8.6 g,0.5 g,
