item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,protein,salt,fiber
0000000112,"Oaza Woda źródlana gazowana 1,5 l",napoje,N,,,,,,,,,
0000009241,"Piwo Lech Free Active Mango 0,0% 500ml puszka",napoje,Y,w porcji 100 ml,21 kcal,0 g,0 g,5.4 g,4.3 g,0 g,0.22 g,
0000008476,Okocim Mix ciemnego piwa bezalkoholowego z lemoniadą ciemna wiśnia 500 ml,napoje,Y,w porcji 100 ml,24 kcal,0 g,0 g,5.6 g,4.4 g,0 g,0 g,
0000006617,"Cisowianka Naturalna woda mineralna lekko gazowana 1,5 l",napoje,N,,,,,,,,,
0000007275,Nałęczowianka Naturalna woda mineralna niegazowana 1 l,napoje,N,,,,,,,,,
0000012049,"Remsey Ice tea smak mango 1,5 l",napoje,Y,w porcji 100 ml,20 kcal,0.5 g,0 g,4.9 g,4.8 g,0.5 g,0.02 g,0 g
0000016645,Tymbark Drugie Śniadanie Mus z kaszą jaglaną jabłko cynamon 100 g,napoje,Y,w porcji 100 g,58 kcal,0.5 g,0.1 g,12 g,10 g,0.7 g,0.01 g,1.3 g
0000002634,ŻYWIEC ZDRÓJ niegazowany 700 ml woda źródlana,napoje,N,,,,,,,,,
0000007948,Hellena Oranżada musssująca strzelająca w proszku czerwona 6 g,napoje,Y,w porcji 100 g,384 kcal,0 g,0 g,93 g,92 g,0 g,0.74 g,
0000001809,"Tymbark Napój jabłko brzoskwinia 1,75 l",napoje,Y,w porcji 100 ml,18 kcal,0 g,0 g,4.6 g,4.6 g,0 g,0 g,
0000011249,Go Active Izotonik o smaku wieloowocowym 750ml,napoje,Y,w porcji 100 ml,16 kcal,0 g,0 g,4.1 g,4.1 g,0 g,0.12 g,
0000004567,Frugo Ultragreen Napój wieloowocowy niegazowany 500 ml,napoje,Y,w porcji 100 ml,21 kcal,0 g,0 g,4.9 g,4.9 g,0 g,0 g,
0000008055,"Cola Original napój gazowany 1,5 l",napoje,Y,w porcji 100 ml,38 kcal,0 g,0 g,9.6 g,9.6 g,0 g,0 g,
0000002635,"Polaris Naturalna woda mineralna gazowana 0,5 l",napoje,N,,,,,,,,,
0000003301,Coca-Cola zero Napój gazowany 1 l,napoje,Y,w porcji 100 ml,0.2 kcal,0 g,0 g,0 g,0 g,0 g,0.02 g,
0000004120,Cisowianka Perlage Naturalna woda mineralna 700 ml,napoje,N,,,,,,,,,
0000008657,"Polaris Woda źródlana niegazowana Mama i ja 1,5 l",napoje,N,,,,,,,,,
0000016910,Pepsi-Cola Napój gazowany o smaku cola 1 l,napoje,Y,w porcji 100 ml,28 kcal,0 g,0 g,7 g,7 g,0 g,0.01 g,
0000008249,Kubuś Waterrr Napój o smaku truskawki 700 ml,napoje,Y,w porcji 100 ml,13 kcal,0 g,0 g,3 g,3 g,0 g,0 g,
0000002755,"Polaris Naturalna woda mineralna lekko gazowana 0,5 l",napoje,N,,,,,,,,,
0000009879,Riviva Sok 100% mandarynka 1 l,napoje,Y,w porcji 100 ml,45 kcal,0.5 g,0 g,10 g,10 g,0.5 g,0.02 g,0.5 g
0000008105,"Remsey Ice Tea Cytryna 1,5 l",napoje,Y,w porcji 100 ml,28 kcal,0 g,0 g,6.9 g,6.7 g,0 g,0.02 g,
0000011225,Cola Napój gazowany 2 l,napoje,Y,w porcji 100 ml,20 kcal,0 g,0 g,4.9 g,4.9 g,0 g,0 g,0 g
0000015650,Coca-Cola Napój gazowany 200 ml,napoje,Y,w porcji 100 ml,42 kcal,0 g,0 g,10.6 g,10.6 g,0 g,0 g,
0000001088,Coca Cola 330 ml,napoje,Y,w porcji 100 ml,42 kcal,0 g,0 g,10.6 g,10.6 g,0 g,0 g,
0000003298,Polaris Plus Kids Naturalna woda mineralna niegazowana 330 ml,napoje,N,,,,,,,,,
0000011251,Go Active Izotonik o smaku cytrynowym 750ml,napoje,Y,w porcji 100 ml,16 kcal,0 g,0 g,4.1 g,4.1 g,0 g,0.12 g,
0000002983,Hortex Jabłko mięta  Napój karton 1 l,napoje,Y,w porcji 100 ml,20 kcal,0 g,0 g,4.9 g,4.8 g,0 g,0 g,
0000007678,Vital Fresh Smoothie Piękna Skóra Jabłko Mango Acerola Gujawa 250 ml,napoje,Y,w porcji 100 ml,50 kcal,0.2 g,0.1 g,11 g,10.5 g,0.5 g,0.02 g,1 g
0000004622,Vital Fresh Sok jabłkowy 100% z dodatkiem witaminy C 1 l,napoje,Y,w porcji 100 ml,45 kcal,0.5 g,0 g,11 g,10 g,0.5 g,0.01 g,0.3 g
0000007978,Żywiec Zdrój Niegazowany Woda źródlana 500 ml,napoje,N,,,,,,,,,
0000008182,"Herbarium Syrop o smaku malina + witamina C, witamina D 440 ml",napoje,Y,w porcji 100 ml,244 kcal,0.5 g,0.1 g,78 g,75 g,0.5 g,0.01 g,
