item_id,item_name,item_type,nutrition_flag
0000010132,"Marakuja, 1 szt.",owoce,N
0000010408,Winogrono Jasne Bezpestkowe luz,owoce,N
0000016194,Pomelo różowe kg,owoce,N
0000010096,"Borówka amerykańska premium, opakowanie 125 g",owoce,N
0000010318,"Borówka Amerykańska, opak. 300 g",owoce,N
0000010182,Jabłko Polskie Lobo kg,owoce,N
0000010297,Jabłko Polskie Jonagold kg,owoce,N
0000010333,Jabłko polskie zielone kg,owoce,N
0000011670,"Polskie mini kiwi, opak. 125 g",owoce,N
0000010065,Melon galia cały kg,owoce,N
0000010551,"Winogrono bezpestkowe mix, 500 g",owoce,N
0000010526,Grapefruit czerwony kg,owoce,N
0000010420,"Truskawka, opak. 500 g",owoce,N
0000010309,Jabłko Polskie Gala kg,owoce,N
0000010231,"Kiwi Gold, 1 szt.",owoce,N
0000010063,Papaja Dojrzała 1 szt.,owoce,N
0000010097,Melon żółty kg,owoce,N
0000010089,Pomelo kg,owoce,N
0000010229,Jabłko Polskie kulinarne kg,owoce,N
0000010377,"Awokado Hass, opak. 500 g",owoce,N
0000011675,Pigwowiec polski kg,owoce,N
0000010957,"Porzeczka czerwona, opak. 125 g",owoce,N
0000011619,Śliwka węgierka kg,owoce,N
0000019563,Jabłko polskie cortland kg,owoce,N
0000019334,Jabłko Rubin Polska kg,owoce,N
0000010468,Czereśnie kg,owoce,N
0000010048,Brzoskwinia kg,owoce,N
0000010188,Pomarańcze premium kg,owoce,N
0000011072,Śliwka pluot kg,owoce,N
0000010066,Arbuz premium kg,owoce,N
0000010091,Mango premium kg,owoce,N
0000010109,Melon Cantaloupe kg,owoce,N
