item_id,item_name,item_type,nutrition_flag
0000010047,"Banan Premium, 1 kiść ",owoce,N
0000010121,"Mandarynka, opak. 1 kg",owoce,N
0000010349,Awokado Hass sztuka,owoce,N
0000010369,Cytryna kg,owoce,N
0000010232,"Kiwi, 1 szt.",owoce,N
0000010295,Gruszka konferencja kg,owoce,N
0000012923,"Żurawina, opak. 250 g",owoce,N
0000010056,Śliwka kg,owoce,N
0000019388,Grapefruit sweetie kg,owoce,N
0000019931,Kaki sztuka,owoce,N
0000011857,Jabłko polskie kg,owoce,N
0000012103,Winogrono mołdawskie kg,owoce,N
0000010277,Mandarynki kg,owoce,N
0000010230,"Awokado, 1 szt.",owoce,N
0000010209,"Polska malina, 125 g",owoce,N
0000010064,Ananas cały kg,owoce,N
0000010100,Imbir kg,owoce,N
0000010135,Jabłko Szampion kg,owoce,N
0000010410,Pomarańcze deserowe luz,owoce,N
0000010319,"Cytryna, opak. 500 g",owoce,N
0000010421,"Pomarańcze, opak. 2 kg",owoce,N
0000010298,Jabłko Polskie Ligol kg,owoce,N
0000017725,Mango dojrzałe premium szt.,owoce,N
0000010280,Jabłko Golden Delicious kg,owoce,N
0000010046,"Jabłka Polskie, opak. 1,5 kg",owoce,N
0000010649,Kaki kg,owoce,N
0000014091,Orzech laskowy kg,owoce,N
0000010350,"Limonka, 1 szt.",owoce,N
0000010045,Nektarynka kg,owoce,N
0000010094,Granat kg,owoce,N
0000010332,"Gruszka, opak 1 kg",owoce,N
0000010093,Winogrono różowe kg,owoce,N
