item_id,item_name,item_type,nutrition_flag
0000014461,Quickpack viGO! Rękawiczki nitrylowe S 50 sztuk,dla-domu,N
0000013102,Jan Niezbędny Torebki śniadaniowe zawiązywane 100 sztuk,dla-domu,N
0000013877,Air Wick Spray neutralizujący nieprzyjemne zapachy orzeźwiające maliny & limonka 237 ml,dla-domu,N
0000008769,DR.BECKMANN Środek czyszczący do dywanów 650 ml,dla-domu,N
0000017043,Yankee Candle Car jar® BLACK CHERRY Odświeżacz do auta  10 g,dla-domu,N
0000012168,Coccolino Passion Flower & Bergamot Płyn do płukania tkanin o zapachu kwiatów passiflory i bergamotki 925 ml,dla-domu,N
0000013116,Jan Niezbędny Worki na śmieci Magnum flex & strong z taśmą 120L 8 szt,dla-domu,N
0000014540,Vizir Do kolorów Płyn do prania 43 prania 2150 ml,dla-domu,N
0000012928,"Ambi Pur 3Volution Vanilla Cookie Elektryczny odświeżacz powietrza zestaw startowy, 20 ml",dla-domu,N
0000014991,Ludwik Płyn do mycia szyb i glazury z octem grapefruit 600 ml,dla-domu,N
0000011001,Swiffer Sweeper Dry Floor Pads Refills [{packCountLoc}] Counts Traps & Locks Dust 1 szt.,dla-domu,N
0000016230,Raid Płyn owadobójczy przeciw komarom zapas bezzapachowy (2 x 27 ml) 54 ml,dla-domu,N
0000001944,Air Wick Freshmatic Białe Kwiaty/White Flowers 250 ml Wkład,dla-domu,N
0000014214,Tytan Płyn do mycia i dezynfekcji kabin prysznicowych lawenda 500 g,dla-domu,N
0000011241,Cif UltraSzybki Kuchnia Spray 500 ml,dla-domu,N
0000014697,Sofin Complete Care & Color Protection Washing Caps 24 szt.,dla-domu,N
0000013144,Air Wick Elektryczny Białe Kwiaty/White Flowers Komplet 19 ml ,dla-domu,N
0000009982,Dafi Zestaw 2 filtrów do butelek,dla-domu,N
0000017154,Jan Niezbędny Ściereczki z mikrofibry zestaw 4szt,dla-domu,N
0000008771,DR.BECKMANN Środek czyszczący do piekarnika 375 ml,dla-domu,N
0000010806,Lenor Fresh Air Effect Płyn zmiękczający do płukania tkanin Tropical Sunset 33 prania 462 ml,dla-domu,N
0000011242,Cif UltraSzybki Spray łazienka 500 ml,dla-domu,N
0000009892,"Lenor Płyn do płukania tkanin, 32 prań, Orchid & Vanilla 810 ml",dla-domu,N
0000013567,Jan Niezbędny Torebki do pieczenia 5 sztuk,dla-domu,N
0000018719,Vizir Platinum PODS Do kolorowych ubrań Kapsułki do prania 30 prań,dla-domu,N
0000013527,Glade Touch & Fresh Sensual Sandalwood & Jasmine Zapas do odświeżacza powietrza 3 x 10 ml,dla-domu,N
0000013191,Coccolino Ultimate Care Fuchsia Passion Płyn do płukania tkanin 870 ml (58 prań),dla-domu,N
0000017024,"Lovela Baby Płyn do Prania White  2,9l (32 prania)",dla-domu,N
0000017163,Cillit Bang wybielanie i higiena Spray 750 ml ,dla-domu,N
0000013113,Jan Niezbędny Worki na śmieci Magnum flex & strong z taśmą 60L 10szt,dla-domu,N
0000017032,Frosch Pomarańczowy środek czyszczący do wszystkich powierzchni 500 ml,dla-domu,N
0000014253,Air Wick Active Fresh Wkład Drzewo Sandałowe/ Fresh Sandalwood 228 ml,dla-domu,N
