item_id,item_name,item_type,nutrition_flag
0000002735,Agent Max Granulki do udrażniania rur i syfonów 800g,dla-domu,N
0000013333,Coccolino Care Żel do prania kolorowych tkanin (45 prań) 1.8 l ,dla-domu,N
0000016151,Zosia Samosia Worki na śmieci wiązane 6 sztuk 240 l,dla-domu,N
0000017167,Cillit Bang Expert Zero Tłuszczu Spray 750 ml,dla-domu,N
0000014285,"Lenor Płyn do płukania tkanin, Capri 48 prań 1,2 l",dla-domu,N
0000000767,Agent Max Tłuszcz Moc odtłuszczania 750 ml,dla-domu,N
0000011758,Meglio odtłuszczacz + wybielacz 750 ml,dla-domu,N
0000013140,Air Wick Elektryczny Drzewo Sandałowe i Zmysłowa Wanilia/Sandalwood & Warm Vanilla Komplet 19 ml,dla-domu,N
0000002931,Aril Sofia Shape Odświeżacz powietrza 300 ml,dla-domu,N
0000014336,Domestos Power 5 Lime Kostka toaletowa 4 x 55 g,dla-domu,N
0000002969,Aril Refil Spray Amber Flowers odświeżacz powietrza 250 ml,dla-domu,N
0000005241,"Lovela Baby Proszek do prania do bieli 1,3 kg",dla-domu,N
0000000622,Agent max Active&Clean Zawieszka z płynem do WC 4w1 Citrus Mix 3x55 ml,dla-domu,N
0000009597,Fairy Platinum Plus Świeża ziołowa bryza Tabletki do zmywarki All In One 17 kapsułek,dla-domu,N
0000017144,Somat Excellence 4 w 1 Caps Kapsułki do mycia naczyń w zmywarkach (48 sztuk)  912 g,dla-domu,N
0000013139,Air Wick Elektryczny Kwitnący Jaśmin i Frezja / Jasmine Bloom & Freesia Komplet 19 ml,dla-domu,N
0000009894,"Lenor Płyn do płukania tkanin, 39 prań, Spring Awakening 990 ml",dla-domu,N
0000013876,Air Wick Air Spray Świeża Rosa & Biały Jaśmin/Fresh Dew & White Jasmine 237 ml,dla-domu,N
0000009674,"Vizir Platinum PODS Do kolorowych ubrań Kapsułki do prania, 18 prań",dla-domu,N
0000018190,Domestos Power 5 XL Ocean Kostka toaletowa 4 x 50 g,dla-domu,N
0000012816,Air Wick Elektryczny Magnolia i Kwiat Wiśni/Magnolia & Cherry Blossom Duopack 2x19 ml,dla-domu,N
0000013563,Jan Niezbędny Zmywak do delikatnych powierzchni 1szt,dla-domu,N
0000009122,Zosia Samosia Rękawice lateksowe rozmiar S 50szt.,dla-domu,N
0000009451,Ultra Kapsułki do prania tkanin białych i kolorowych 528g,dla-domu,N
0000001932,AIR WICK Freshmatic Świeżość Letniego Poranka/Linen in the air 250 ml Wkład,dla-domu,N
0000011070,Cif Mleczko Original 780 g,dla-domu,N
0000012966,Pronto Everyday Clean Multi-Surface Płyn do czyszczenia różnych powierzchni 500 ml,dla-domu,N
0000010999,Swiffer Wet Mokre chusteczki do podłóg 10 szt.,dla-domu,N
0000005898,Mr Magic Moc Czystości Pianka przeciw kurzowi 300 ml,dla-domu,N
0000017023,"Lovela Baby Płyn do Prania Color 2,9l (32 prania)",dla-domu,N
0000015986,Ultra Universal Proszek do prania do tkanin białych 3 kg,dla-domu,N
0000007695,FINISH Kapsułki Ultimate All-in-1 lemon 20 szt.,dla-domu,N
