item_id,item_name,item_type,nutrition_flag
0000014537,Fairy Extra + Owoce leśne Płyn do mycia naczyń 650 ml,dla-domu,N
0000014160,Ludwik Sensitive 2 in 1 Caps Kapsułki do prania tkanin białych i kolorowych 736 g (32 prania),dla-domu,N
0000013129,Ambi Pur 3Volution Spring Awakening Wkład do odświeżacza powietrza 20 ml,dla-domu,N
0000014623,Silan Supreme Glamour 1012 ml,dla-domu,N
0000014773,Domestos Power Fresh Lime Fresh Żel do toalet 700 ml,dla-domu,N
0000014267,Somat Excellence XXL 4 in 1 Caps Kapsułki do mycia naczyń w zmywarkach (36 sztuk) 684 g,dla-domu,N
0000014159,Ludwik Color 2 in 1 Kapsułki do prania tkanin kolorowych 736 g (32 prania),dla-domu,N
0000013608,Dr. Beckmann Sól do odplamiania (2 prania) 80 g ,dla-domu,N
0000013529,Glade Touch & Fresh Fresh Lemon Skoncentrowany odświeżacz powietrza 2 x 10 ml,dla-domu,N
0000017071,viGO! Eko Worki LD proste do segregacji brązowe 35L 15szt,dla-domu,N
0000017148,Silan Aromatherapy Fascinating Frangipani Płyn do zmiękczania tkanin (46 prania) 1012 ml,dla-domu,N
0000012854,Frosch ecological Płyn do mycia naczyń limonkowy 750 ml,dla-domu,N
0000017066,viGO! Eko Worki LD proste do segregacji żółte 60L 10szt,dla-domu,N
0000019386,Domestos Aroma Lux White Rose Dream Kostka toaletowa 2 x 50 g,dla-domu,N
0000013879,"Ambi Pur Łazienka Cotton Fresh Dyfuzor do odświeżacza powietrza, 2x75ml",dla-domu,N
0000014045,Buwi Premiere Pasta do obuwia brązowa 40 ml,dla-domu,N
0000013377,Bref WC Color Aktiv+ Eucaliptus Zawieszka myjąco-zapachowa do muszli WC 4 x 50 g,dla-domu,N
0000017160,Silan Fresh Control Cool Fresh Płyn do zmiękczania tkanin (46 prań) 1012 ml,dla-domu,N
0000014539,"Ambi Pur Car Old Spice Zestaw startowy samochodowego odświeżacza powietrza, 1 sztuka",dla-domu,N
0000014147,Duck Aqua Blue 4w1 Marine Podwójna zawieszka do toalety (2 x 40 g) 80 g,dla-domu,N
0000017761,Glade Sensual Sandalwood & Jasmine Zapas do elektrycznego odświeżacza powietrza (2 x 20 ml) 20 ml,dla-domu,N
0000009469,"E 3+1 Power Caps Color 26prań, 312 g",dla-domu,N
0000017113,Dr. Beckmann Super Biel 3 x 40 g,dla-domu,N
0000017074,Ludwik aloesowy balsam do mycia naczyń 450 g,dla-domu,N
0000013606,DR.BECKMANN Odplamiacz precyzyjny Długopis i tusz 50 ml,dla-domu,N
0000014469,Quickpack viGO! Druciak spiralny M 1 szt.,dla-domu,N
0000014535,Ambi Pur Gold Orchid odświeżacz powietrza w sprayu 300 ml,dla-domu,N
0000013149,Air Wick Elektryczny Essential Oils Białe Kwiaty/White Flowers Komplet 19 ml,dla-domu,N
0000017070,viGO! Eko Worki LD proste do segregacji niebieskie 35L 15szt,dla-domu,N
0000014251,Air Wick Active Fresh Wkład Maliny i Limonka/ Raspberry & Lime 228 ml,dla-domu,N
0000007840,Zosia Samosia Rękawice lateksowe rozmiar L 10 szt.,dla-domu,N
0000014868,Aril Car Lemon Odświeżacz o zapachu cytryny 20 g,dla-domu,N
