item_id,item_name,item_type,nutrition_flag
0000017139,Jan Niezbędny Worki na śmieci Magnum flex & strong lawendowe 60L 8szt,dla-domu,N
0000014625,Silan Supreme Elegance 1012 ml,dla-domu,N
0000014473,"Lethe Baterie alkaliczne AAA LR03 1,5V 8 szt.",dla-domu,N
0000002970,Aril White Flowers Refill Spray Odświeżacz powietrza 250 ml,dla-domu,N
0000004266,Ace wybielacz cytrynowy 1l,dla-domu,N
0000014624,Silan Supreme Blossom 1012ml,dla-domu,N
0000007159,Zosia Samosia Folia aluminiowa 20 m,dla-domu,N
0000008955,Lumia Wkład parafinowy 150g,dla-domu,N
0000017022,"Lovela Baby Hipoalergiczny proszek do prania do bieli (27 prań) 2,7 kg",dla-domu,N
0000008552,"Ultra Proszek do prania tkanin kolorowych 3,25 kg",dla-domu,N
0000004989,Lenor Unstoppables Fresh Wzmacniacz zapachu stosowany podczas prania 140 g,dla-domu,N
0000014337,Domestos Power 5 Ocean Kostka toaletowa 4 x 55 g,dla-domu,N
0000017135,Jan Niezbędny Torebki strunowe mix 25 szt,dla-domu,N
0000014986,Air Wick Freshmatic  automatyczny odświeżacz powietrza Drzewo Sandałowe i Zmysłowa Wanilia/Sandalwood & Warm Vanilla 250 ml Wkład,dla-domu,N
0000017162,Perwoll Renew Delicates Płynny środek do prania (40 prań) 2 l,dla-domu,N
0000013332,"Coccolino Care Żel do prania czarnych i ciemnych tkanin  (45 prań) 1,8 l",dla-domu,N
0000013212,Air Wick Aromatyczna Mgiełka Szczęście/Happiness Komplet 20ml,dla-domu,N
0000016932,Raid Essentials Muchołapka Lep na muchy 4 sz.,dla-domu,N
0000014869,Aril Car Black Odświeżacz o zapachu korzennym 20 g,dla-domu,N
0000014864,Aril Exclusive Odświeżacz powietrza Sahara Sand 100 ml,dla-domu,N
0000017166,Cillit Bang Power Cleaner Zero kamienia Spray 750 ml,dla-domu,N
0000016540,Żarówka LED PHILIPS 5W E14 szt,dla-domu,N
0000013886,Zosia Samosia Magiczna gąbka 2 szt,dla-domu,N
0000013194,Coccolino Ultimate Care Coco Fantasy Płyn do płukania tkanin (58 prań) 870 ml,dla-domu,N
0000014391,"Ariel Płyn do prania, 34 prań, + Complete Fiber Protection 1,7 l",dla-domu,N
0000017021,"Lovela Baby Hipoalergiczny proszek do prania do kolorów (27 prań) 2,7 kg",dla-domu,N
0000013190,Coccolino Ultimate Care Fresh Sky Płyn do płukania tkanin 870 ml (58 prań),dla-domu,N
0000014266,Somat Gold Tabletki do mycia naczyń w zmywarkach (70 sztuk) 1232 g,dla-domu,N
0000009515,Buwi pasta do obuwia puszka - czarna 40ml ,dla-domu,N
0000009673,"Vizir Platinum PODS Alpine Fresh Kapsułki do prania, 18 prań",dla-domu,N
0000013196,Coccolino Sensitive Płyn do płukania tkanin (58 prań) 870 ml,dla-domu,N
0000000964,Zosia Samosia Papier śniadaniowy 100 szt. 23x32 cm,dla-domu,N
